"date","nationality","state","arrivals","year","country","continent","latitude","longitude"
2023-07-01,"ZAF","Pahang",3,"2023","South Africa","Africa",3.974341,102.438057
2023-07-01,"ZAF","Perak",2,"2023","South Africa","Africa",4.69395,101.117577
2023-07-01,"ZAF","Perlis",17,"2023","South Africa","Africa",6.443589,100.216599
2023-07-01,"ZAF","Pulau Pinang",67,"2023","South Africa","Africa",5.285153,100.456238
2023-07-01,"ZAF","Sabah",15,"2023","South Africa","Africa",5.420404,116.796783
2023-07-01,"ZAF","Sarawak",80,"2023","South Africa","Africa",1.5575,110.3439
2023-07-01,"ZAF","Selangor",1235,"2023","South Africa","Africa",3.072751,101.423454
2023-07-01,"ZAF","W.P. Labuan",1,"2023","South Africa","Africa",5.3,115.22
2023-07-01,"ZAR","Selangor",1,"2023","Democratic Republic of the Congo","Africa",3.072751,101.423454
2023-07-01,"ZMB","Johor",3,"2023","Zambia","Africa",1.527549,103.745476
2023-07-01,"ZMB","Kedah",5,"2023","Zambia","Africa",6.155672,100.569649
2023-07-01,"ZMB","Selangor",51,"2023","Zambia","Africa",3.072751,101.423454
2023-07-01,"ZWE","Johor",17,"2023","Zimbabwe","Africa",1.527549,103.745476
2023-07-01,"ZWE","Kedah",3,"2023","Zimbabwe","Africa",6.155672,100.569649
2023-07-01,"ZWE","Sabah",1,"2023","Zimbabwe","Africa",5.420404,116.796783
2023-07-01,"ZWE","Sarawak",1,"2023","Zimbabwe","Africa",1.5575,110.3439
2023-07-01,"ZWE","Selangor",209,"2023","Zimbabwe","Africa",3.072751,101.423454
2023-08-01,"AFG","Sarawak",1,"2023","Afghanistan","Asia",1.5575,110.3439
2023-08-01,"AFG","Selangor",93,"2023","Afghanistan","Asia",3.072751,101.423454
2023-08-01,"AGO","Selangor",4,"2023","Angola","Africa",3.072751,101.423454
2023-08-01,"ALB","Johor",18,"2023","Albania","Europe",1.527549,103.745476
2023-08-01,"ALB","Perak",1,"2023","Albania","Europe",4.69395,101.117577
2023-08-01,"ALB","Selangor",49,"2023","Albania","Europe",3.072751,101.423454
2023-08-01,"AND","Johor",1,"2023","Andorra","Europe",1.527549,103.745476
2023-08-01,"AND","Kedah",1,"2023","Andorra","Europe",6.155672,100.569649
2023-08-01,"AND","Pulau Pinang",1,"2023","Andorra","Europe",5.285153,100.456238
2023-08-01,"AND","Selangor",14,"2023","Andorra","Europe",3.072751,101.423454
2023-08-01,"ARE","Johor",73,"2023","United Arab Emirates","Asia",1.527549,103.745476
2023-08-01,"ARE","Kedah",21,"2023","United Arab Emirates","Asia",6.155672,100.569649
2023-08-01,"ARE","Pulau Pinang",16,"2023","United Arab Emirates","Asia",5.285153,100.456238
2023-08-01,"ARE","Selangor",1408,"2023","United Arab Emirates","Asia",3.072751,101.423454
2023-08-01,"ARG","Johor",98,"2023","Argentina","South America",1.527549,103.745476
2023-08-01,"ARG","Kedah",14,"2023","Argentina","South America",6.155672,100.569649
2023-08-01,"ARG","Perak",2,"2023","Argentina","South America",4.69395,101.117577
2023-08-01,"ARG","Perlis",3,"2023","Argentina","South America",6.443589,100.216599
2023-08-01,"ARG","Pulau Pinang",12,"2023","Argentina","South America",5.285153,100.456238
2023-08-01,"ARG","Sarawak",2,"2023","Argentina","South America",1.5575,110.3439
2023-08-01,"ARG","Selangor",353,"2023","Argentina","South America",3.072751,101.423454
2023-08-01,"ARM","Johor",1,"2023","Armenia","Asia",1.527549,103.745476
2023-08-01,"ARM","Kedah",1,"2023","Armenia","Asia",6.155672,100.569649
2023-08-01,"ARM","Pulau Pinang",3,"2023","Armenia","Asia",5.285153,100.456238
2023-08-01,"ARM","Selangor",49,"2023","Armenia","Asia",3.072751,101.423454
2023-08-01,"ATG","Johor",12,"2023","Antigua and Barbuda","North America",1.527549,103.745476
2023-08-01,"ATG","Selangor",26,"2023","Antigua and Barbuda","North America",3.072751,101.423454
2023-08-01,"AUS","Johor",4669,"2023","Australia","Oceania",1.527549,103.745476
2023-08-01,"AUS","Kedah",454,"2023","Australia","Oceania",6.155672,100.569649
2023-08-01,"AUS","Kelantan",6,"2023","Australia","Oceania",6.125397,102.238068
2023-08-01,"AUS","Melaka",1,"2023","Australia","Oceania",2.1944,102.2486
2023-08-01,"AUS","Negeri Sembilan",1,"2023","Australia","Oceania",2.731813,102.252502
2023-08-01,"AUS","Pahang",19,"2023","Australia","Oceania",3.974341,102.438057
2023-08-01,"AUS","Perak",205,"2023","Australia","Oceania",4.69395,101.117577
2023-08-01,"AUS","Perlis",183,"2023","Australia","Oceania",6.443589,100.216599
2023-08-01,"AUS","Pulau Pinang",1896,"2023","Australia","Oceania",5.285153,100.456238
2023-08-01,"AUS","Sabah",50,"2023","Australia","Oceania",5.420404,116.796783
2023-08-01,"AUS","Sarawak",452,"2023","Australia","Oceania",1.5575,110.3439
2023-08-01,"AUS","Selangor",20995,"2023","Australia","Oceania",3.072751,101.423454
2023-08-01,"AUS","W.P. Labuan",9,"2023","Australia","Oceania",5.3,115.22
2023-08-01,"AUT","Johor",288,"2023","Austria","Europe",1.527549,103.745476
2023-08-01,"AUT","Kedah",56,"2023","Austria","Europe",6.155672,100.569649
2023-08-01,"AUT","Kelantan",2,"2023","Austria","Europe",6.125397,102.238068
2023-08-01,"AUT","Pahang",1,"2023","Austria","Europe",3.974341,102.438057
2023-08-01,"AUT","Perak",4,"2023","Austria","Europe",4.69395,101.117577
2023-08-01,"AUT","Perlis",23,"2023","Austria","Europe",6.443589,100.216599
2023-08-01,"AUT","Pulau Pinang",80,"2023","Austria","Europe",5.285153,100.456238
2023-08-01,"AUT","Sabah",5,"2023","Austria","Europe",5.420404,116.796783
2023-08-01,"AUT","Sarawak",20,"2023","Austria","Europe",1.5575,110.3439
2023-08-01,"AUT","Selangor",1087,"2023","Austria","Europe",3.072751,101.423454
2023-08-01,"AUT","W.P. Labuan",1,"2023","Austria","Europe",5.3,115.22
2023-08-01,"AZE","Johor",3,"2023","Azerbaijan","Asia",1.527549,103.745476
2023-08-01,"AZE","Kedah",3,"2023","Azerbaijan","Asia",6.155672,100.569649
2023-08-01,"AZE","Kelantan",1,"2023","Azerbaijan","Asia",6.125397,102.238068
2023-08-01,"AZE","Sarawak",2,"2023","Azerbaijan","Asia",1.5575,110.3439
2023-08-01,"AZE","Selangor",130,"2023","Azerbaijan","Asia",3.072751,101.423454
2023-08-01,"BDI","Selangor",3,"2023","Burundi","Africa",3.072751,101.423454
2023-08-01,"BEL","Johor",350,"2023","Belgium","Europe",1.527549,103.745476
2023-08-01,"BEL","Kedah",44,"2023","Belgium","Europe",6.155672,100.569649
2023-08-01,"BEL","Kelantan",2,"2023","Belgium","Europe",6.125397,102.238068
2023-08-01,"BEL","Pahang",1,"2023","Belgium","Europe",3.974341,102.438057
2023-08-01,"BEL","Perak",10,"2023","Belgium","Europe",4.69395,101.117577
2023-08-01,"BEL","Perlis",19,"2023","Belgium","Europe",6.443589,100.216599
2023-08-01,"BEL","Pulau Pinang",79,"2023","Belgium","Europe",5.285153,100.456238
2023-08-01,"BEL","Sabah",10,"2023","Belgium","Europe",5.420404,116.796783
2023-08-01,"BEL","Sarawak",35,"2023","Belgium","Europe",1.5575,110.3439
2023-08-01,"BEL","Selangor",1787,"2023","Belgium","Europe",3.072751,101.423454
2023-08-01,"BEN","Pulau Pinang",1,"2023","Benin","Africa",5.285153,100.456238
2023-08-01,"BEN","Selangor",7,"2023","Benin","Africa",3.072751,101.423454
2023-08-01,"BFA","Selangor",8,"2023","Burkina Faso","Africa",3.072751,101.423454
2023-08-01,"BGD","Johor",3822,"2023","Bangladesh","Asia",1.527549,103.745476
2023-08-01,"BGD","Kedah",108,"2023","Bangladesh","Asia",6.155672,100.569649
2023-08-01,"BGD","Kelantan",8,"2023","Bangladesh","Asia",6.125397,102.238068
2023-08-01,"BGD","Perak",4,"2023","Bangladesh","Asia",4.69395,101.117577
2023-08-01,"BGD","Perlis",3,"2023","Bangladesh","Asia",6.443589,100.216599
2023-08-01,"BGD","Pulau Pinang",688,"2023","Bangladesh","Asia",5.285153,100.456238
2023-08-01,"BGD","Sarawak",61,"2023","Bangladesh","Asia",1.5575,110.3439
2023-08-01,"BGD","Selangor",70816,"2023","Bangladesh","Asia",3.072751,101.423454
2023-08-01,"BGD","W.P. Labuan",4,"2023","Bangladesh","Asia",5.3,115.22
2023-08-01,"BGR","Johor",42,"2023","Bulgaria","Europe",1.527549,103.745476
2023-08-01,"BGR","Kedah",8,"2023","Bulgaria","Europe",6.155672,100.569649
2023-08-01,"BGR","Pulau Pinang",6,"2023","Bulgaria","Europe",5.285153,100.456238
2023-08-01,"BGR","Selangor",193,"2023","Bulgaria","Europe",3.072751,101.423454
2023-08-01,"BHR","Johor",52,"2023","Bahrain","Asia",1.527549,103.745476
2023-08-01,"BHR","Kedah",3,"2023","Bahrain","Asia",6.155672,100.569649
2023-08-01,"BHR","Perlis",1,"2023","Bahrain","Asia",6.443589,100.216599
2023-08-01,"BHR","Pulau Pinang",9,"2023","Bahrain","Asia",5.285153,100.456238
2023-08-01,"BHR","Sarawak",1,"2023","Bahrain","Asia",1.5575,110.3439
2023-08-01,"BHR","Selangor",542,"2023","Bahrain","Asia",3.072751,101.423454
2023-08-01,"BHS","Johor",1,"2023","Bahamas","North America",1.527549,103.745476
2023-08-01,"BHS","Selangor",2,"2023","Bahamas","North America",3.072751,101.423454
2023-08-01,"BIH","Johor",4,"2023","Bosnia and Herzegovina","Europe",1.527549,103.745476
2023-08-01,"BIH","Kedah",1,"2023","Bosnia and Herzegovina","Europe",6.155672,100.569649
2023-08-01,"BIH","Sarawak",1,"2023","Bosnia and Herzegovina","Europe",1.5575,110.3439
2023-08-01,"BIH","Selangor",46,"2023","Bosnia and Herzegovina","Europe",3.072751,101.423454
2023-08-01,"BLR","Johor",22,"2023","Belarus","Europe",1.527549,103.745476
2023-08-01,"BLR","Kedah",8,"2023","Belarus","Europe",6.155672,100.569649
2023-08-01,"BLR","Kelantan",1,"2023","Belarus","Europe",6.125397,102.238068
2023-08-01,"BLR","Pulau Pinang",5,"2023","Belarus","Europe",5.285153,100.456238
2023-08-01,"BLR","Sarawak",3,"2023","Belarus","Europe",1.5575,110.3439
2023-08-01,"BLR","Selangor",243,"2023","Belarus","Europe",3.072751,101.423454
2023-08-01,"BLZ","Johor",1,"2023","Belize","North America",1.527549,103.745476
2023-08-01,"BLZ","Selangor",14,"2023","Belize","North America",3.072751,101.423454
2023-08-01,"BMU","Selangor",1,"2023","Bermuda","North America",3.072751,101.423454
2023-08-01,"BOL","Johor",13,"2023","Bolivia","South America",1.527549,103.745476
2023-08-01,"BOL","Kedah",2,"2023","Bolivia","South America",6.155672,100.569649
2023-08-01,"BOL","Sarawak",1,"2023","Bolivia","South America",1.5575,110.3439
2023-08-01,"BOL","Selangor",24,"2023","Bolivia","South America",3.072751,101.423454
2023-08-01,"BRA","Johor",308,"2023","Brazil","South America",1.527549,103.745476
2023-08-01,"BRA","Kedah",35,"2023","Brazil","South America",6.155672,100.569649
2023-08-01,"BRA","Melaka",2,"2023","Brazil","South America",2.1944,102.2486
2023-08-01,"BRA","Perak",2,"2023","Brazil","South America",4.69395,101.117577
2023-08-01,"BRA","Perlis",5,"2023","Brazil","South America",6.443589,100.216599
2023-08-01,"BRA","Pulau Pinang",24,"2023","Brazil","South America",5.285153,100.456238
2023-08-01,"BRA","Sabah",4,"2023","Brazil","South America",5.420404,116.796783
2023-08-01,"BRA","Sarawak",10,"2023","Brazil","South America",1.5575,110.3439
2023-08-01,"BRA","Selangor",914,"2023","Brazil","South America",3.072751,101.423454
2023-08-01,"BRB","Selangor",5,"2023","Barbados","North America",3.072751,101.423454
2023-08-01,"BRN","Johor",790,"2023","Brunei","Asia",1.527549,103.745476
2023-08-01,"BRN","Kedah",58,"2023","Brunei","Asia",6.155672,100.569649
2023-08-01,"BRN","Kelantan",15,"2023","Brunei","Asia",6.125397,102.238068
2023-08-01,"BRN","Pahang",1,"2023","Brunei","Asia",3.974341,102.438057
2023-08-01,"BRN","Perak",1,"2023","Brunei","Asia",4.69395,101.117577
2023-08-01,"BRN","Perlis",38,"2023","Brunei","Asia",6.443589,100.216599
2023-08-01,"BRN","Pulau Pinang",9,"2023","Brunei","Asia",5.285153,100.456238
2023-08-01,"BRN","Sabah",180,"2023","Brunei","Asia",5.420404,116.796783
2023-08-01,"BRN","Sarawak",67279,"2023","Brunei","Asia",1.5575,110.3439
2023-08-01,"BRN","Selangor",6508,"2023","Brunei","Asia",3.072751,101.423454
2023-08-01,"BRN","W.P. Labuan",1791,"2023","Brunei","Asia",5.3,115.22
2023-08-01,"BTN","Johor",14,"2023","Bhutan","Asia",1.527549,103.745476
2023-08-01,"BTN","Perak",1,"2023","Bhutan","Asia",4.69395,101.117577
2023-08-01,"BTN","Perlis",2,"2023","Bhutan","Asia",6.443589,100.216599
2023-08-01,"BTN","Sarawak",1,"2023","Bhutan","Asia",1.5575,110.3439
2023-08-01,"BTN","Selangor",73,"2023","Bhutan","Asia",3.072751,101.423454
2023-08-01,"BWA","Kedah",4,"2023","Botswana","Africa",6.155672,100.569649
2023-08-01,"BWA","Selangor",11,"2023","Botswana","Africa",3.072751,101.423454
2023-08-01,"CAF","Selangor",4,"2023","Central African Republic","Africa",3.072751,101.423454
2023-08-01,"CAN","Johor",1600,"2023","Canada","North America",1.527549,103.745476
2023-08-01,"CAN","Kedah",129,"2023","Canada","North America",6.155672,100.569649
2023-08-01,"CAN","Kelantan",4,"2023","Canada","North America",6.125397,102.238068
2023-08-01,"CAN","Pahang",2,"2023","Canada","North America",3.974341,102.438057
2023-08-01,"CAN","Perak",59,"2023","Canada","North America",4.69395,101.117577
2023-08-01,"CAN","Perlis",29,"2023","Canada","North America",6.443589,100.216599
2023-08-01,"CAN","Pulau Pinang",484,"2023","Canada","North America",5.285153,100.456238
2023-08-01,"CAN","Sabah",29,"2023","Canada","North America",5.420404,116.796783
2023-08-01,"CAN","Sarawak",204,"2023","Canada","North America",1.5575,110.3439
2023-08-01,"CAN","Selangor",4144,"2023","Canada","North America",3.072751,101.423454
2023-08-01,"CAN","W.P. Labuan",2,"2023","Canada","North America",5.3,115.22
2023-08-01,"CHE","Johor",514,"2023","Switzerland","Europe",1.527549,103.745476
2023-08-01,"CHE","Kedah",76,"2023","Switzerland","Europe",6.155672,100.569649
2023-08-01,"CHE","Kelantan",8,"2023","Switzerland","Europe",6.125397,102.238068
2023-08-01,"CHE","Negeri Sembilan",1,"2023","Switzerland","Europe",2.731813,102.252502
2023-08-01,"CHE","Pahang",1,"2023","Switzerland","Europe",3.974341,102.438057
2023-08-01,"CHE","Perak",3,"2023","Switzerland","Europe",4.69395,101.117577
2023-08-01,"CHE","Perlis",39,"2023","Switzerland","Europe",6.443589,100.216599
2023-08-01,"CHE","Pulau Pinang",103,"2023","Switzerland","Europe",5.285153,100.456238
2023-08-01,"CHE","Sabah",18,"2023","Switzerland","Europe",5.420404,116.796783
2023-08-01,"CHE","Sarawak",26,"2023","Switzerland","Europe",1.5575,110.3439
2023-08-01,"CHE","Selangor",1612,"2023","Switzerland","Europe",3.072751,101.423454
2023-08-01,"CHE","W.P. Labuan",2,"2023","Switzerland","Europe",5.3,115.22
2023-08-01,"CHL","Johor",50,"2023","Chile","South America",1.527549,103.745476
2023-08-01,"CHL","Kedah",15,"2023","Chile","South America",6.155672,100.569649
2023-08-01,"CHL","Kelantan",2,"2023","Chile","South America",6.125397,102.238068
2023-08-01,"CHL","Perlis",4,"2023","Chile","South America",6.443589,100.216599
2023-08-01,"CHL","Pulau Pinang",6,"2023","Chile","South America",5.285153,100.456238
2023-08-01,"CHL","Sarawak",2,"2023","Chile","South America",1.5575,110.3439
2023-08-01,"CHL","Selangor",294,"2023","Chile","South America",3.072751,101.423454
2023-08-01,"CHN","Johor",58998,"2023","China","Asia",1.527549,103.745476
2023-08-01,"CHN","Kedah",1902,"2023","China","Asia",6.155672,100.569649
2023-08-01,"CHN","Kelantan",3,"2023","China","Asia",6.125397,102.238068
2023-08-01,"CHN","Melaka",4,"2023","China","Asia",2.1944,102.2486
2023-08-01,"CHN","Pahang",36,"2023","China","Asia",3.974341,102.438057
2023-08-01,"CHN","Perak",282,"2023","China","Asia",4.69395,101.117577
2023-08-01,"CHN","Perlis",140,"2023","China","Asia",6.443589,100.216599
2023-08-01,"CHN","Pulau Pinang",10924,"2023","China","Asia",5.285153,100.456238
2023-08-01,"CHN","Sabah",2288,"2023","China","Asia",5.420404,116.796783
2023-08-01,"CHN","Sarawak",1048,"2023","China","Asia",1.5575,110.3439
2023-08-01,"CHN","Selangor",130284,"2023","China","Asia",3.072751,101.423454
2023-08-01,"CHN","W.P. Labuan",33,"2023","China","Asia",5.3,115.22
2023-08-01,"CIV","Johor",6,"2023","Cote dIvoire","Africa",1.527549,103.745476
2023-08-01,"CIV","Selangor",38,"2023","Cote dIvoire","Africa",3.072751,101.423454
2023-08-01,"CMR","Kedah",6,"2023","Cameroon","Africa",6.155672,100.569649
2023-08-01,"CMR","Pulau Pinang",2,"2023","Cameroon","Africa",5.285153,100.456238
2023-08-01,"CMR","Selangor",28,"2023","Cameroon","Africa",3.072751,101.423454
2023-08-01,"COD","Johor",1,"2023","DR Congo","Africa",1.527549,103.745476
2023-08-01,"COD","Selangor",15,"2023","DR Congo","Africa",3.072751,101.423454
2023-08-01,"COG","Selangor",4,"2023","Republic of the Congo","Africa",3.072751,101.423454
2023-08-01,"COL","Johor",43,"2023","Colombia","South America",1.527549,103.745476
2023-08-01,"COL","Perak",1,"2023","Colombia","South America",4.69395,101.117577
2023-08-01,"COL","Pulau Pinang",6,"2023","Colombia","South America",5.285153,100.456238
2023-08-01,"COL","Sabah",2,"2023","Colombia","South America",5.420404,116.796783
2023-08-01,"COL","Sarawak",5,"2023","Colombia","South America",1.5575,110.3439
2023-08-01,"COL","Selangor",184,"2023","Colombia","South America",3.072751,101.423454
2023-08-01,"COM","Johor",2,"2023","Comoros","Africa",1.527549,103.745476
2023-08-01,"COM","Selangor",20,"2023","Comoros","Africa",3.072751,101.423454
2023-08-01,"CPV","Selangor",7,"2023","Cape Verde","Africa",3.072751,101.423454
2023-08-01,"CRI","Johor",15,"2023","Costa Rica","North America",1.527549,103.745476
2023-08-01,"CRI","Pulau Pinang",8,"2023","Costa Rica","North America",5.285153,100.456238
2023-08-01,"CRI","Sarawak",1,"2023","Costa Rica","North America",1.5575,110.3439
2023-08-01,"CRI","Selangor",58,"2023","Costa Rica","North America",3.072751,101.423454
2023-08-01,"CUB","Johor",9,"2023","Cuba","North America",1.527549,103.745476
2023-08-01,"CUB","Selangor",24,"2023","Cuba","North America",3.072751,101.423454
2023-08-01,"CYP","Johor",11,"2023","Cyprus","Asia",1.527549,103.745476
2023-08-01,"CYP","Kedah",6,"2023","Cyprus","Asia",6.155672,100.569649
2023-08-01,"CYP","Pulau Pinang",1,"2023","Cyprus","Asia",5.285153,100.456238
2023-08-01,"CYP","Selangor",125,"2023","Cyprus","Asia",3.072751,101.423454
2023-08-01,"CZE","Johor",119,"2023","Czech Republic","Europe",1.527549,103.745476
2023-08-01,"CZE","Kedah",24,"2023","Czech Republic","Europe",6.155672,100.569649
2023-08-01,"CZE","Kelantan",2,"2023","Czech Republic","Europe",6.125397,102.238068
2023-08-01,"CZE","Perak",6,"2023","Czech Republic","Europe",4.69395,101.117577
2023-08-01,"CZE","Perlis",5,"2023","Czech Republic","Europe",6.443589,100.216599
2023-08-01,"CZE","Pulau Pinang",13,"2023","Czech Republic","Europe",5.285153,100.456238
2023-08-01,"CZE","Sabah",3,"2023","Czech Republic","Europe",5.420404,116.796783
2023-08-01,"CZE","Sarawak",20,"2023","Czech Republic","Europe",1.5575,110.3439
2023-08-01,"CZE","Selangor",479,"2023","Czech Republic","Europe",3.072751,101.423454
2023-08-01,"DEU","Johor",2781,"2023","Germany","Europe",1.527549,103.745476
2023-08-01,"DEU","Kedah",378,"2023","Germany","Europe",6.155672,100.569649
2023-08-01,"DEU","Kelantan",10,"2023","Germany","Europe",6.125397,102.238068
2023-08-01,"DEU","Melaka",6,"2023","Germany","Europe",2.1944,102.2486
2023-08-01,"DEU","Negeri Sembilan",1,"2023","Germany","Europe",2.731813,102.252502
2023-08-01,"DEU","Pahang",16,"2023","Germany","Europe",3.974341,102.438057
2023-08-01,"DEU","Perak",41,"2023","Germany","Europe",4.69395,101.117577
2023-08-01,"DEU","Perlis",115,"2023","Germany","Europe",6.443589,100.216599
2023-08-01,"DEU","Pulau Pinang",833,"2023","Germany","Europe",5.285153,100.456238
2023-08-01,"DEU","Sabah",31,"2023","Germany","Europe",5.420404,116.796783
2023-08-01,"DEU","Sarawak",294,"2023","Germany","Europe",1.5575,110.3439
2023-08-01,"DEU","Selangor",8639,"2023","Germany","Europe",3.072751,101.423454
2023-08-01,"DEU","W.P. Labuan",7,"2023","Germany","Europe",5.3,115.22
2023-08-01,"DJI","Selangor",10,"2023","Djibouti","Africa",3.072751,101.423454
2023-08-01,"DMA","Johor",10,"2023","Dominica","North America",1.527549,103.745476
2023-08-01,"DMA","Pulau Pinang",1,"2023","Dominica","North America",5.285153,100.456238
2023-08-01,"DMA","Selangor",46,"2023","Dominica","North America",3.072751,101.423454
2023-08-01,"DNK","Johor",265,"2023","Denmark","Europe",1.527549,103.745476
2023-08-01,"DNK","Kedah",32,"2023","Denmark","Europe",6.155672,100.569649
2023-08-01,"DNK","Kelantan",2,"2023","Denmark","Europe",6.125397,102.238068
2023-08-01,"DNK","Perak",1,"2023","Denmark","Europe",4.69395,101.117577
2023-08-01,"DNK","Perlis",2,"2023","Denmark","Europe",6.443589,100.216599
2023-08-01,"DNK","Pulau Pinang",41,"2023","Denmark","Europe",5.285153,100.456238
2023-08-01,"DNK","Sabah",4,"2023","Denmark","Europe",5.420404,116.796783
2023-08-01,"DNK","Sarawak",23,"2023","Denmark","Europe",1.5575,110.3439
2023-08-01,"DNK","Selangor",824,"2023","Denmark","Europe",3.072751,101.423454
2023-08-01,"DOM","Johor",2,"2023","Dominican Republic","North America",1.527549,103.745476
2023-08-01,"DOM","Kedah",1,"2023","Dominican Republic","North America",6.155672,100.569649
2023-08-01,"DOM","Selangor",16,"2023","Dominican Republic","North America",3.072751,101.423454
2023-08-01,"DZA","Johor",124,"2023","Algeria","Africa",1.527549,103.745476
2023-08-01,"DZA","Kedah",5,"2023","Algeria","Africa",6.155672,100.569649
2023-08-01,"DZA","Perlis",1,"2023","Algeria","Africa",6.443589,100.216599
2023-08-01,"DZA","Pulau Pinang",3,"2023","Algeria","Africa",5.285153,100.456238
2023-08-01,"DZA","Sabah",1,"2023","Algeria","Africa",5.420404,116.796783
2023-08-01,"DZA","Sarawak",3,"2023","Algeria","Africa",1.5575,110.3439
2023-08-01,"DZA","Selangor",3055,"2023","Algeria","Africa",3.072751,101.423454
2023-08-01,"ECU","Johor",15,"2023","Ecuador","South America",1.527549,103.745476
2023-08-01,"ECU","Kedah",3,"2023","Ecuador","South America",6.155672,100.569649
2023-08-01,"ECU","Pulau Pinang",1,"2023","Ecuador","South America",5.285153,100.456238
2023-08-01,"ECU","Selangor",83,"2023","Ecuador","South America",3.072751,101.423454
2023-08-01,"EGY","Johor",171,"2023","Egypt","Africa",1.527549,103.745476
2023-08-01,"EGY","Kedah",12,"2023","Egypt","Africa",6.155672,100.569649
2023-08-01,"EGY","Kelantan",1,"2023","Egypt","Africa",6.125397,102.238068
2023-08-01,"EGY","Perlis",1,"2023","Egypt","Africa",6.443589,100.216599
2023-08-01,"EGY","Pulau Pinang",17,"2023","Egypt","Africa",5.285153,100.456238
2023-08-01,"EGY","Sabah",2,"2023","Egypt","Africa",5.420404,116.796783
2023-08-01,"EGY","Sarawak",76,"2023","Egypt","Africa",1.5575,110.3439
2023-08-01,"EGY","Selangor",2548,"2023","Egypt","Africa",3.072751,101.423454
2023-08-01,"ERI","Pulau Pinang",2,"2023","Eritrea","Africa",5.285153,100.456238
2023-08-01,"ERI","Selangor",33,"2023","Eritrea","Africa",3.072751,101.423454
2023-08-01,"ESP","Johor",1307,"2023","Spain","Europe",1.527549,103.745476
2023-08-01,"ESP","Kedah",131,"2023","Spain","Europe",6.155672,100.569649
2023-08-01,"ESP","Kelantan",8,"2023","Spain","Europe",6.125397,102.238068
2023-08-01,"ESP","Melaka",1,"2023","Spain","Europe",2.1944,102.2486
2023-08-01,"ESP","Perak",12,"2023","Spain","Europe",4.69395,101.117577
2023-08-01,"ESP","Perlis",25,"2023","Spain","Europe",6.443589,100.216599
2023-08-01,"ESP","Pulau Pinang",322,"2023","Spain","Europe",5.285153,100.456238
2023-08-01,"ESP","Sabah",23,"2023","Spain","Europe",5.420404,116.796783
2023-08-01,"ESP","Sarawak",145,"2023","Spain","Europe",1.5575,110.3439
2023-08-01,"ESP","Selangor",8140,"2023","Spain","Europe",3.072751,101.423454
2023-08-01,"ESP","W.P. Labuan",10,"2023","Spain","Europe",5.3,115.22
2023-08-01,"EST","Johor",31,"2023","Estonia","Europe",1.527549,103.745476
2023-08-01,"EST","Kedah",5,"2023","Estonia","Europe",6.155672,100.569649
2023-08-01,"EST","Pahang",1,"2023","Estonia","Europe",3.974341,102.438057
2023-08-01,"EST","Perlis",1,"2023","Estonia","Europe",6.443589,100.216599
2023-08-01,"EST","Pulau Pinang",5,"2023","Estonia","Europe",5.285153,100.456238
2023-08-01,"EST","Selangor",74,"2023","Estonia","Europe",3.072751,101.423454
2023-08-01,"ETH","Selangor",50,"2023","Ethiopia ","Africa",3.072751,101.423454
2023-08-01,"FIN","Johor",86,"2023","Finland","Europe",1.527549,103.745476
2023-08-01,"FIN","Kedah",6,"2023","Finland","Europe",6.155672,100.569649
2023-08-01,"FIN","Kelantan",1,"2023","Finland","Europe",6.125397,102.238068
2023-08-01,"FIN","Perlis",3,"2023","Finland","Europe",6.443589,100.216599
2023-08-01,"FIN","Pulau Pinang",23,"2023","Finland","Europe",5.285153,100.456238
2023-08-01,"FIN","Sabah",1,"2023","Finland","Europe",5.420404,116.796783
2023-08-01,"FIN","Sarawak",9,"2023","Finland","Europe",1.5575,110.3439
2023-08-01,"FIN","Selangor",377,"2023","Finland","Europe",3.072751,101.423454
2023-08-01,"FJI","Johor",85,"2023","Fiji","Oceania",1.527549,103.745476
2023-08-01,"FJI","Pulau Pinang",1,"2023","Fiji","Oceania",5.285153,100.456238
2023-08-01,"FJI","Selangor",170,"2023","Fiji","Oceania",3.072751,101.423454
2023-08-01,"FRA","Johor",3410,"2023","France","Europe",1.527549,103.745476
2023-08-01,"FRA","Kedah",302,"2023","France","Europe",6.155672,100.569649
2023-08-01,"FRA","Kelantan",27,"2023","France","Europe",6.125397,102.238068
2023-08-01,"FRA","Melaka",3,"2023","France","Europe",2.1944,102.2486
2023-08-01,"FRA","Negeri Sembilan",2,"2023","France","Europe",2.731813,102.252502
2023-08-01,"FRA","Pahang",18,"2023","France","Europe",3.974341,102.438057
2023-08-01,"FRA","Perak",24,"2023","France","Europe",4.69395,101.117577
2023-08-01,"FRA","Perlis",75,"2023","France","Europe",6.443589,100.216599
2023-08-01,"FRA","Pulau Pinang",542,"2023","France","Europe",5.285153,100.456238
2023-08-01,"FRA","Sabah",31,"2023","France","Europe",5.420404,116.796783
2023-08-01,"FRA","Sarawak",212,"2023","France","Europe",1.5575,110.3439
2023-08-01,"FRA","Selangor",15193,"2023","France","Europe",3.072751,101.423454
2023-08-01,"FRA","W.P. Labuan",1,"2023","France","Europe",5.3,115.22
2023-08-01,"GAB","Johor",2,"2023","Gabon","Africa",1.527549,103.745476
2023-08-01,"GAB","Selangor",7,"2023","Gabon","Africa",3.072751,101.423454
2023-08-01,"GBR","Johor",5811,"2023","United Kingdom","Europe",1.527549,103.745476
