"date","nationality","state","arrivals","year","country","continent","latitude","longitude"
2020-01-01,"AFG","Johor",2,"2020","Afghanistan","Asia",1.527549,103.745476
2020-01-01,"AFG","Kedah",1,"2020","Afghanistan","Asia",6.155672,100.569649
2020-01-01,"AFG","Selangor",180,"2020","Afghanistan","Asia",3.072751,101.423454
2020-01-01,"AGO","Selangor",9,"2020","Angola","Africa",3.072751,101.423454
2020-01-01,"ALB","Johor",35,"2020","Albania","Europe",1.527549,103.745476
2020-01-01,"ALB","Kedah",6,"2020","Albania","Europe",6.155672,100.569649
2020-01-01,"ALB","Perak",1,"2020","Albania","Europe",4.69395,101.117577
2020-01-01,"ALB","Perlis",1,"2020","Albania","Europe",6.443589,100.216599
2020-01-01,"ALB","Pulau Pinang",2,"2020","Albania","Europe",5.285153,100.456238
2020-01-01,"ALB","Sabah",1,"2020","Albania","Europe",5.420404,116.796783
2020-01-01,"ALB","Sarawak",1,"2020","Albania","Europe",1.5575,110.3439
2020-01-01,"ALB","Selangor",62,"2020","Albania","Europe",3.072751,101.423454
2020-01-01,"AND","Selangor",5,"2020","Andorra","Europe",3.072751,101.423454
2020-01-01,"ARE","Johor",22,"2020","United Arab Emirates","Asia",1.527549,103.745476
2020-01-01,"ARE","Kedah",4,"2020","United Arab Emirates","Asia",6.155672,100.569649
2020-01-01,"ARE","Pulau Pinang",4,"2020","United Arab Emirates","Asia",5.285153,100.456238
2020-01-01,"ARE","Selangor",371,"2020","United Arab Emirates","Asia",3.072751,101.423454
2020-01-01,"ARG","Johor",221,"2020","Argentina","South America",1.527549,103.745476
2020-01-01,"ARG","Kedah",304,"2020","Argentina","South America",6.155672,100.569649
2020-01-01,"ARG","Kelantan",5,"2020","Argentina","South America",6.125397,102.238068
2020-01-01,"ARG","Perlis",20,"2020","Argentina","South America",6.443589,100.216599
2020-01-01,"ARG","Pulau Pinang",5,"2020","Argentina","South America",5.285153,100.456238
2020-01-01,"ARG","Sabah",3,"2020","Argentina","South America",5.420404,116.796783
2020-01-01,"ARG","Sarawak",1,"2020","Argentina","South America",1.5575,110.3439
2020-01-01,"ARG","Selangor",908,"2020","Argentina","South America",3.072751,101.423454
2020-01-01,"ARM","Johor",5,"2020","Armenia","Asia",1.527549,103.745476
2020-01-01,"ARM","Kedah",3,"2020","Armenia","Asia",6.155672,100.569649
2020-01-01,"ARM","Kelantan",1,"2020","Armenia","Asia",6.125397,102.238068
2020-01-01,"ARM","Perak",2,"2020","Armenia","Asia",4.69395,101.117577
2020-01-01,"ARM","Pulau Pinang",1,"2020","Armenia","Asia",5.285153,100.456238
2020-01-01,"ARM","Selangor",79,"2020","Armenia","Asia",3.072751,101.423454
2020-01-01,"ATG","Johor",6,"2020","Antigua and Barbuda","North America",1.527549,103.745476
2020-01-01,"ATG","Selangor",22,"2020","Antigua and Barbuda","North America",3.072751,101.423454
2020-01-01,"AUS","Johor",8923,"2020","Australia","Oceania",1.527549,103.745476
2020-01-01,"AUS","Kedah",1138,"2020","Australia","Oceania",6.155672,100.569649
2020-01-01,"AUS","Kelantan",21,"2020","Australia","Oceania",6.125397,102.238068
2020-01-01,"AUS","Melaka",10,"2020","Australia","Oceania",2.1944,102.2486
2020-01-01,"AUS","Pahang",52,"2020","Australia","Oceania",3.974341,102.438057
2020-01-01,"AUS","Perak",282,"2020","Australia","Oceania",4.69395,101.117577
2020-01-01,"AUS","Perlis",115,"2020","Australia","Oceania",6.443589,100.216599
2020-01-01,"AUS","Pulau Pinang",2617,"2020","Australia","Oceania",5.285153,100.456238
2020-01-01,"AUS","Sabah",908,"2020","Australia","Oceania",5.420404,116.796783
2020-01-01,"AUS","Sarawak",956,"2020","Australia","Oceania",1.5575,110.3439
2020-01-01,"AUS","Selangor",36952,"2020","Australia","Oceania",3.072751,101.423454
2020-01-01,"AUS","W.P. Labuan",24,"2020","Australia","Oceania",5.3,115.22
2020-01-01,"AUT","Johor",242,"2020","Austria","Europe",1.527549,103.745476
2020-01-01,"AUT","Kedah",170,"2020","Austria","Europe",6.155672,100.569649
2020-01-01,"AUT","Kelantan",8,"2020","Austria","Europe",6.125397,102.238068
2020-01-01,"AUT","Perak",8,"2020","Austria","Europe",4.69395,101.117577
2020-01-01,"AUT","Perlis",28,"2020","Austria","Europe",6.443589,100.216599
2020-01-01,"AUT","Pulau Pinang",75,"2020","Austria","Europe",5.285153,100.456238
2020-01-01,"AUT","Sabah",26,"2020","Austria","Europe",5.420404,116.796783
2020-01-01,"AUT","Sarawak",18,"2020","Austria","Europe",1.5575,110.3439
2020-01-01,"AUT","Selangor",904,"2020","Austria","Europe",3.072751,101.423454
2020-01-01,"AUT","W.P. Labuan",1,"2020","Austria","Europe",5.3,115.22
2020-01-01,"AZE","Johor",6,"2020","Azerbaijan","Asia",1.527549,103.745476
2020-01-01,"AZE","Kedah",9,"2020","Azerbaijan","Asia",6.155672,100.569649
2020-01-01,"AZE","Melaka",2,"2020","Azerbaijan","Asia",2.1944,102.2486
2020-01-01,"AZE","Sabah",3,"2020","Azerbaijan","Asia",5.420404,116.796783
2020-01-01,"AZE","Sarawak",3,"2020","Azerbaijan","Asia",1.5575,110.3439
2020-01-01,"AZE","Selangor",159,"2020","Azerbaijan","Asia",3.072751,101.423454
2020-01-01,"AZE","W.P. Labuan",1,"2020","Azerbaijan","Asia",5.3,115.22
2020-01-01,"BDI","Selangor",2,"2020","Burundi","Africa",3.072751,101.423454
2020-01-01,"BEL","Johor",265,"2020","Belgium","Europe",1.527549,103.745476
2020-01-01,"BEL","Kedah",140,"2020","Belgium","Europe",6.155672,100.569649
2020-01-01,"BEL","Kelantan",5,"2020","Belgium","Europe",6.125397,102.238068
2020-01-01,"BEL","Perak",2,"2020","Belgium","Europe",4.69395,101.117577
2020-01-01,"BEL","Perlis",14,"2020","Belgium","Europe",6.443589,100.216599
2020-01-01,"BEL","Pulau Pinang",76,"2020","Belgium","Europe",5.285153,100.456238
2020-01-01,"BEL","Sabah",17,"2020","Belgium","Europe",5.420404,116.796783
2020-01-01,"BEL","Sarawak",15,"2020","Belgium","Europe",1.5575,110.3439
2020-01-01,"BEL","Selangor",1243,"2020","Belgium","Europe",3.072751,101.423454
2020-01-01,"BEL","W.P. Labuan",2,"2020","Belgium","Europe",5.3,115.22
2020-01-01,"BEN","Sabah",1,"2020","Benin","Africa",5.420404,116.796783
2020-01-01,"BEN","Selangor",6,"2020","Benin","Africa",3.072751,101.423454
2020-01-01,"BFA","Selangor",5,"2020","Burkina Faso","Africa",3.072751,101.423454
2020-01-01,"BGD","Johor",5428,"2020","Bangladesh","Asia",1.527549,103.745476
2020-01-01,"BGD","Kedah",72,"2020","Bangladesh","Asia",6.155672,100.569649
2020-01-01,"BGD","Kelantan",1,"2020","Bangladesh","Asia",6.125397,102.238068
2020-01-01,"BGD","Melaka",17,"2020","Bangladesh","Asia",2.1944,102.2486
2020-01-01,"BGD","Pahang",1,"2020","Bangladesh","Asia",3.974341,102.438057
2020-01-01,"BGD","Pulau Pinang",81,"2020","Bangladesh","Asia",5.285153,100.456238
2020-01-01,"BGD","Sabah",14,"2020","Bangladesh","Asia",5.420404,116.796783
2020-01-01,"BGD","Sarawak",167,"2020","Bangladesh","Asia",1.5575,110.3439
2020-01-01,"BGD","Selangor",21150,"2020","Bangladesh","Asia",3.072751,101.423454
2020-01-01,"BGD","W.P. Labuan",24,"2020","Bangladesh","Asia",5.3,115.22
2020-01-01,"BGR","Johor",73,"2020","Bulgaria","Europe",1.527549,103.745476
2020-01-01,"BGR","Kedah",68,"2020","Bulgaria","Europe",6.155672,100.569649
2020-01-01,"BGR","Perlis",1,"2020","Bulgaria","Europe",6.443589,100.216599
2020-01-01,"BGR","Pulau Pinang",2,"2020","Bulgaria","Europe",5.285153,100.456238
2020-01-01,"BGR","Sabah",3,"2020","Bulgaria","Europe",5.420404,116.796783
2020-01-01,"BGR","Sarawak",1,"2020","Bulgaria","Europe",1.5575,110.3439
2020-01-01,"BGR","Selangor",495,"2020","Bulgaria","Europe",3.072751,101.423454
2020-01-01,"BGR","W.P. Labuan",2,"2020","Bulgaria","Europe",5.3,115.22
2020-01-01,"BHR","Johor",7,"2020","Bahrain","Asia",1.527549,103.745476
2020-01-01,"BHR","Kedah",5,"2020","Bahrain","Asia",6.155672,100.569649
2020-01-01,"BHR","Kelantan",1,"2020","Bahrain","Asia",6.125397,102.238068
2020-01-01,"BHR","Sarawak",4,"2020","Bahrain","Asia",1.5575,110.3439
2020-01-01,"BHR","Selangor",454,"2020","Bahrain","Asia",3.072751,101.423454
2020-01-01,"BHS","Johor",1,"2020","Bahamas","North America",1.527549,103.745476
2020-01-01,"BHS","Sabah",1,"2020","Bahamas","North America",5.420404,116.796783
2020-01-01,"BHS","Selangor",5,"2020","Bahamas","North America",3.072751,101.423454
2020-01-01,"BIH","Johor",9,"2020","Bosnia and Herzegovina","Europe",1.527549,103.745476
2020-01-01,"BIH","Kedah",10,"2020","Bosnia and Herzegovina","Europe",6.155672,100.569649
2020-01-01,"BIH","Pulau Pinang",3,"2020","Bosnia and Herzegovina","Europe",5.285153,100.456238
2020-01-01,"BIH","Sarawak",2,"2020","Bosnia and Herzegovina","Europe",1.5575,110.3439
2020-01-01,"BIH","Selangor",85,"2020","Bosnia and Herzegovina","Europe",3.072751,101.423454
2020-01-01,"BLR","Johor",19,"2020","Belarus","Europe",1.527549,103.745476
2020-01-01,"BLR","Kedah",42,"2020","Belarus","Europe",6.155672,100.569649
2020-01-01,"BLR","Kelantan",2,"2020","Belarus","Europe",6.125397,102.238068
2020-01-01,"BLR","Pulau Pinang",16,"2020","Belarus","Europe",5.285153,100.456238
2020-01-01,"BLR","Sabah",10,"2020","Belarus","Europe",5.420404,116.796783
2020-01-01,"BLR","Sarawak",3,"2020","Belarus","Europe",1.5575,110.3439
2020-01-01,"BLR","Selangor",423,"2020","Belarus","Europe",3.072751,101.423454
2020-01-01,"BLZ","Johor",3,"2020","Belize","North America",1.527549,103.745476
2020-01-01,"BLZ","Selangor",7,"2020","Belize","North America",3.072751,101.423454
2020-01-01,"BOL","Johor",6,"2020","Bolivia","South America",1.527549,103.745476
2020-01-01,"BOL","Perak",2,"2020","Bolivia","South America",4.69395,101.117577
2020-01-01,"BOL","Selangor",30,"2020","Bolivia","South America",3.072751,101.423454
2020-01-01,"BRA","Johor",293,"2020","Brazil","South America",1.527549,103.745476
2020-01-01,"BRA","Kedah",163,"2020","Brazil","South America",6.155672,100.569649
2020-01-01,"BRA","Kelantan",1,"2020","Brazil","South America",6.125397,102.238068
2020-01-01,"BRA","Perak",6,"2020","Brazil","South America",4.69395,101.117577
2020-01-01,"BRA","Perlis",10,"2020","Brazil","South America",6.443589,100.216599
2020-01-01,"BRA","Pulau Pinang",18,"2020","Brazil","South America",5.285153,100.456238
2020-01-01,"BRA","Sabah",17,"2020","Brazil","South America",5.420404,116.796783
2020-01-01,"BRA","Sarawak",17,"2020","Brazil","South America",1.5575,110.3439
2020-01-01,"BRA","Selangor",1480,"2020","Brazil","South America",3.072751,101.423454
2020-01-01,"BRB","Johor",1,"2020","Barbados","North America",1.527549,103.745476
2020-01-01,"BRB","Selangor",10,"2020","Barbados","North America",3.072751,101.423454
2020-01-01,"BRN","Johor",496,"2020","Brunei","Asia",1.527549,103.745476
2020-01-01,"BRN","Kedah",13,"2020","Brunei","Asia",6.155672,100.569649
2020-01-01,"BRN","Kelantan",10,"2020","Brunei","Asia",6.125397,102.238068
2020-01-01,"BRN","Perak",3,"2020","Brunei","Asia",4.69395,101.117577
2020-01-01,"BRN","Perlis",13,"2020","Brunei","Asia",6.443589,100.216599
2020-01-01,"BRN","Pulau Pinang",10,"2020","Brunei","Asia",5.285153,100.456238
2020-01-01,"BRN","Sabah",1023,"2020","Brunei","Asia",5.420404,116.796783
2020-01-01,"BRN","Sarawak",77835,"2020","Brunei","Asia",1.5575,110.3439
2020-01-01,"BRN","Selangor",6217,"2020","Brunei","Asia",3.072751,101.423454
2020-01-01,"BRN","W.P. Labuan",2881,"2020","Brunei","Asia",5.3,115.22
2020-01-01,"BTN","Johor",8,"2020","Bhutan","Asia",1.527549,103.745476
2020-01-01,"BTN","Kedah",1,"2020","Bhutan","Asia",6.155672,100.569649
2020-01-01,"BTN","Pulau Pinang",2,"2020","Bhutan","Asia",5.285153,100.456238
2020-01-01,"BTN","Selangor",66,"2020","Bhutan","Asia",3.072751,101.423454
2020-01-01,"BWA","Johor",2,"2020","Botswana","Africa",1.527549,103.745476
2020-01-01,"BWA","Sarawak",2,"2020","Botswana","Africa",1.5575,110.3439
2020-01-01,"BWA","Selangor",25,"2020","Botswana","Africa",3.072751,101.423454
2020-01-01,"CAN","Johor",2001,"2020","Canada","North America",1.527549,103.745476
2020-01-01,"CAN","Kedah",320,"2020","Canada","North America",6.155672,100.569649
2020-01-01,"CAN","Kelantan",15,"2020","Canada","North America",6.125397,102.238068
2020-01-01,"CAN","Melaka",2,"2020","Canada","North America",2.1944,102.2486
2020-01-01,"CAN","Perak",22,"2020","Canada","North America",4.69395,101.117577
2020-01-01,"CAN","Perlis",59,"2020","Canada","North America",6.443589,100.216599
2020-01-01,"CAN","Pulau Pinang",489,"2020","Canada","North America",5.285153,100.456238
2020-01-01,"CAN","Sabah",273,"2020","Canada","North America",5.420404,116.796783
2020-01-01,"CAN","Sarawak",544,"2020","Canada","North America",1.5575,110.3439
2020-01-01,"CAN","Selangor",5740,"2020","Canada","North America",3.072751,101.423454
2020-01-01,"CAN","W.P. Labuan",13,"2020","Canada","North America",5.3,115.22
2020-01-01,"CHE","Johor",426,"2020","Switzerland","Europe",1.527549,103.745476
2020-01-01,"CHE","Kedah",288,"2020","Switzerland","Europe",6.155672,100.569649
2020-01-01,"CHE","Kelantan",11,"2020","Switzerland","Europe",6.125397,102.238068
2020-01-01,"CHE","Melaka",2,"2020","Switzerland","Europe",2.1944,102.2486
2020-01-01,"CHE","Pahang",1,"2020","Switzerland","Europe",3.974341,102.438057
2020-01-01,"CHE","Perak",17,"2020","Switzerland","Europe",4.69395,101.117577
2020-01-01,"CHE","Perlis",62,"2020","Switzerland","Europe",6.443589,100.216599
2020-01-01,"CHE","Pulau Pinang",151,"2020","Switzerland","Europe",5.285153,100.456238
2020-01-01,"CHE","Sabah",35,"2020","Switzerland","Europe",5.420404,116.796783
2020-01-01,"CHE","Sarawak",33,"2020","Switzerland","Europe",1.5575,110.3439
2020-01-01,"CHE","Selangor",1413,"2020","Switzerland","Europe",3.072751,101.423454
2020-01-01,"CHE","W.P. Labuan",7,"2020","Switzerland","Europe",5.3,115.22
2020-01-01,"CHL","Johor",57,"2020","Chile","South America",1.527549,103.745476
2020-01-01,"CHL","Kedah",54,"2020","Chile","South America",6.155672,100.569649
2020-01-01,"CHL","Kelantan",1,"2020","Chile","South America",6.125397,102.238068
2020-01-01,"CHL","Perlis",7,"2020","Chile","South America",6.443589,100.216599
2020-01-01,"CHL","Pulau Pinang",19,"2020","Chile","South America",5.285153,100.456238
2020-01-01,"CHL","Sabah",1,"2020","Chile","South America",5.420404,116.796783
2020-01-01,"CHL","Sarawak",1,"2020","Chile","South America",1.5575,110.3439
2020-01-01,"CHL","Selangor",366,"2020","Chile","South America",3.072751,101.423454
2020-01-01,"CHN","Johor",92472,"2020","China","Asia",1.527549,103.745476
2020-01-01,"CHN","Kedah",5069,"2020","China","Asia",6.155672,100.569649
2020-01-01,"CHN","Kelantan",26,"2020","China","Asia",6.125397,102.238068
2020-01-01,"CHN","Melaka",2,"2020","China","Asia",2.1944,102.2486
2020-01-01,"CHN","Pahang",43,"2020","China","Asia",3.974341,102.438057
2020-01-01,"CHN","Perak",236,"2020","China","Asia",4.69395,101.117577
2020-01-01,"CHN","Perlis",136,"2020","China","Asia",6.443589,100.216599
2020-01-01,"CHN","Pulau Pinang",10906,"2020","China","Asia",5.285153,100.456238
2020-01-01,"CHN","Sabah",12574,"2020","China","Asia",5.420404,116.796783
2020-01-01,"CHN","Sarawak",1192,"2020","China","Asia",1.5575,110.3439
2020-01-01,"CHN","Selangor",163242,"2020","China","Asia",3.072751,101.423454
2020-01-01,"CHN","W.P. Labuan",60,"2020","China","Asia",5.3,115.22
2020-01-01,"CIV","Kedah",1,"2020","Cote dIvoire","Africa",6.155672,100.569649
2020-01-01,"CIV","Pulau Pinang",1,"2020","Cote dIvoire","Africa",5.285153,100.456238
2020-01-01,"CIV","Selangor",36,"2020","Cote dIvoire","Africa",3.072751,101.423454
2020-01-01,"CMR","Johor",3,"2020","Cameroon","Africa",1.527549,103.745476
2020-01-01,"CMR","Sarawak",1,"2020","Cameroon","Africa",1.5575,110.3439
2020-01-01,"CMR","Selangor",33,"2020","Cameroon","Africa",3.072751,101.423454
2020-01-01,"COD","Selangor",9,"2020","DR Congo","Africa",3.072751,101.423454
2020-01-01,"COG","Johor",1,"2020","Republic of the Congo","Africa",1.527549,103.745476
2020-01-01,"COG","Selangor",2,"2020","Republic of the Congo","Africa",3.072751,101.423454
2020-01-01,"COL","Johor",28,"2020","Colombia","South America",1.527549,103.745476
2020-01-01,"COL","Pulau Pinang",2,"2020","Colombia","South America",5.285153,100.456238
2020-01-01,"COL","Selangor",217,"2020","Colombia","South America",3.072751,101.423454
2020-01-01,"COM","Kedah",1,"2020","Comoros","Africa",6.155672,100.569649
2020-01-01,"COM","Selangor",19,"2020","Comoros","Africa",3.072751,101.423454
2020-01-01,"CPV","Johor",1,"2020","Cape Verde","Africa",1.527549,103.745476
2020-01-01,"CPV","Selangor",3,"2020","Cape Verde","Africa",3.072751,101.423454
2020-01-01,"CRI","Johor",9,"2020","Costa Rica","North America",1.527549,103.745476
2020-01-01,"CRI","Kedah",1,"2020","Costa Rica","North America",6.155672,100.569649
2020-01-01,"CRI","Perak",1,"2020","Costa Rica","North America",4.69395,101.117577
2020-01-01,"CRI","Pulau Pinang",2,"2020","Costa Rica","North America",5.285153,100.456238
2020-01-01,"CRI","Sabah",1,"2020","Costa Rica","North America",5.420404,116.796783
2020-01-01,"CRI","Selangor",73,"2020","Costa Rica","North America",3.072751,101.423454
2020-01-01,"CUB","Johor",7,"2020","Cuba","North America",1.527549,103.745476
2020-01-01,"CUB","Pulau Pinang",1,"2020","Cuba","North America",5.285153,100.456238
2020-01-01,"CUB","Selangor",40,"2020","Cuba","North America",3.072751,101.423454
2020-01-01,"CYP","Johor",15,"2020","Cyprus","Asia",1.527549,103.745476
2020-01-01,"CYP","Kedah",7,"2020","Cyprus","Asia",6.155672,100.569649
2020-01-01,"CYP","Pulau Pinang",4,"2020","Cyprus","Asia",5.285153,100.456238
2020-01-01,"CYP","Sarawak",1,"2020","Cyprus","Asia",1.5575,110.3439
2020-01-01,"CYP","Selangor",61,"2020","Cyprus","Asia",3.072751,101.423454
2020-01-01,"CZE","Johor",163,"2020","Czech Republic","Europe",1.527549,103.745476
2020-01-01,"CZE","Kedah",492,"2020","Czech Republic","Europe",6.155672,100.569649
2020-01-01,"CZE","Kelantan",3,"2020","Czech Republic","Europe",6.125397,102.238068
2020-01-01,"CZE","Melaka",2,"2020","Czech Republic","Europe",2.1944,102.2486
2020-01-01,"CZE","Perlis",18,"2020","Czech Republic","Europe",6.443589,100.216599
2020-01-01,"CZE","Pulau Pinang",89,"2020","Czech Republic","Europe",5.285153,100.456238
2020-01-01,"CZE","Sabah",30,"2020","Czech Republic","Europe",5.420404,116.796783
2020-01-01,"CZE","Sarawak",15,"2020","Czech Republic","Europe",1.5575,110.3439
2020-01-01,"CZE","Selangor",966,"2020","Czech Republic","Europe",3.072751,101.423454
2020-01-01,"CZE","W.P. Labuan",5,"2020","Czech Republic","Europe",5.3,115.22
2020-01-01,"DEU","Johor",2320,"2020","Germany","Europe",1.527549,103.745476
2020-01-01,"DEU","Kedah",1336,"2020","Germany","Europe",6.155672,100.569649
2020-01-01,"DEU","Kelantan",39,"2020","Germany","Europe",6.125397,102.238068
2020-01-01,"DEU","Melaka",3,"2020","Germany","Europe",2.1944,102.2486
2020-01-01,"DEU","Negeri Sembilan",1,"2020","Germany","Europe",2.731813,102.252502
2020-01-01,"DEU","Pahang",12,"2020","Germany","Europe",3.974341,102.438057
2020-01-01,"DEU","Perak",34,"2020","Germany","Europe",4.69395,101.117577
2020-01-01,"DEU","Perlis",255,"2020","Germany","Europe",6.443589,100.216599
2020-01-01,"DEU","Pulau Pinang",550,"2020","Germany","Europe",5.285153,100.456238
2020-01-01,"DEU","Sabah",143,"2020","Germany","Europe",5.420404,116.796783
2020-01-01,"DEU","Sarawak",241,"2020","Germany","Europe",1.5575,110.3439
2020-01-01,"DEU","Selangor",6725,"2020","Germany","Europe",3.072751,101.423454
2020-01-01,"DEU","W.P. Labuan",14,"2020","Germany","Europe",5.3,115.22
2020-01-01,"DJI","Selangor",9,"2020","Djibouti","Africa",3.072751,101.423454
2020-01-01,"DMA","Johor",9,"2020","Dominica","North America",1.527549,103.745476
2020-01-01,"DMA","Sabah",6,"2020","Dominica","North America",5.420404,116.796783
2020-01-01,"DMA","Sarawak",1,"2020","Dominica","North America",1.5575,110.3439
2020-01-01,"DMA","Selangor",41,"2020","Dominica","North America",3.072751,101.423454
2020-01-01,"DNK","Johor",349,"2020","Denmark","Europe",1.527549,103.745476
2020-01-01,"DNK","Kedah",416,"2020","Denmark","Europe",6.155672,100.569649
2020-01-01,"DNK","Kelantan",2,"2020","Denmark","Europe",6.125397,102.238068
2020-01-01,"DNK","Melaka",1,"2020","Denmark","Europe",2.1944,102.2486
2020-01-01,"DNK","Perak",20,"2020","Denmark","Europe",4.69395,101.117577
2020-01-01,"DNK","Perlis",20,"2020","Denmark","Europe",6.443589,100.216599
2020-01-01,"DNK","Pulau Pinang",148,"2020","Denmark","Europe",5.285153,100.456238
2020-01-01,"DNK","Sabah",44,"2020","Denmark","Europe",5.420404,116.796783
2020-01-01,"DNK","Sarawak",16,"2020","Denmark","Europe",1.5575,110.3439
2020-01-01,"DNK","Selangor",1755,"2020","Denmark","Europe",3.072751,101.423454
2020-01-01,"DNK","W.P. Labuan",1,"2020","Denmark","Europe",5.3,115.22
2020-01-01,"DOM","Johor",2,"2020","Dominican Republic","North America",1.527549,103.745476
2020-01-01,"DOM","Perlis",1,"2020","Dominican Republic","North America",6.443589,100.216599
2020-01-01,"DOM","Sabah",1,"2020","Dominican Republic","North America",5.420404,116.796783
2020-01-01,"DOM","Selangor",19,"2020","Dominican Republic","North America",3.072751,101.423454
2020-01-01,"DZA","Johor",27,"2020","Algeria","Africa",1.527549,103.745476
2020-01-01,"DZA","Kedah",18,"2020","Algeria","Africa",6.155672,100.569649
2020-01-01,"DZA","Perlis",3,"2020","Algeria","Africa",6.443589,100.216599
2020-01-01,"DZA","Pulau Pinang",9,"2020","Algeria","Africa",5.285153,100.456238
2020-01-01,"DZA","Sabah",1,"2020","Algeria","Africa",5.420404,116.796783
2020-01-01,"DZA","Sarawak",6,"2020","Algeria","Africa",1.5575,110.3439
2020-01-01,"DZA","Selangor",719,"2020","Algeria","Africa",3.072751,101.423454
2020-01-01,"ECU","Johor",26,"2020","Ecuador","South America",1.527549,103.745476
2020-01-01,"ECU","Kedah",2,"2020","Ecuador","South America",6.155672,100.569649
2020-01-01,"ECU","Sarawak",2,"2020","Ecuador","South America",1.5575,110.3439
2020-01-01,"ECU","Selangor",77,"2020","Ecuador","South America",3.072751,101.423454
2020-01-01,"EGY","Johor",244,"2020","Egypt","Africa",1.527549,103.745476
2020-01-01,"EGY","Kedah",33,"2020","Egypt","Africa",6.155672,100.569649
2020-01-01,"EGY","Kelantan",4,"2020","Egypt","Africa",6.125397,102.238068
2020-01-01,"EGY","Pulau Pinang",9,"2020","Egypt","Africa",5.285153,100.456238
2020-01-01,"EGY","Sabah",5,"2020","Egypt","Africa",5.420404,116.796783
2020-01-01,"EGY","Sarawak",87,"2020","Egypt","Africa",1.5575,110.3439
2020-01-01,"EGY","Selangor",2697,"2020","Egypt","Africa",3.072751,101.423454
2020-01-01,"ERI","Selangor",31,"2020","Eritrea","Africa",3.072751,101.423454
2020-01-01,"ESP","Johor",490,"2020","Spain","Europe",1.527549,103.745476
2020-01-01,"ESP","Kedah",358,"2020","Spain","Europe",6.155672,100.569649
2020-01-01,"ESP","Kelantan",6,"2020","Spain","Europe",6.125397,102.238068
2020-01-01,"ESP","Melaka",2,"2020","Spain","Europe",2.1944,102.2486
2020-01-01,"ESP","Pahang",1,"2020","Spain","Europe",3.974341,102.438057
2020-01-01,"ESP","Perak",6,"2020","Spain","Europe",4.69395,101.117577
2020-01-01,"ESP","Perlis",34,"2020","Spain","Europe",6.443589,100.216599
2020-01-01,"ESP","Pulau Pinang",71,"2020","Spain","Europe",5.285153,100.456238
2020-01-01,"ESP","Sabah",44,"2020","Spain","Europe",5.420404,116.796783
2020-01-01,"ESP","Sarawak",35,"2020","Spain","Europe",1.5575,110.3439
2020-01-01,"ESP","Selangor",2140,"2020","Spain","Europe",3.072751,101.423454
2020-01-01,"ESP","W.P. Labuan",8,"2020","Spain","Europe",5.3,115.22
2020-01-01,"EST","Johor",91,"2020","Estonia","Europe",1.527549,103.745476
2020-01-01,"EST","Kedah",107,"2020","Estonia","Europe",6.155672,100.569649
2020-01-01,"EST","Perak",3,"2020","Estonia","Europe",4.69395,101.117577
2020-01-01,"EST","Perlis",1,"2020","Estonia","Europe",6.443589,100.216599
2020-01-01,"EST","Pulau Pinang",6,"2020","Estonia","Europe",5.285153,100.456238
2020-01-01,"EST","Sabah",16,"2020","Estonia","Europe",5.420404,116.796783
2020-01-01,"EST","Sarawak",4,"2020","Estonia","Europe",1.5575,110.3439
2020-01-01,"EST","Selangor",254,"2020","Estonia","Europe",3.072751,101.423454
2020-01-01,"ETH","Johor",5,"2020","Ethiopia ","Africa",1.527549,103.745476
2020-01-01,"ETH","Sarawak",2,"2020","Ethiopia ","Africa",1.5575,110.3439
2020-01-01,"ETH","Selangor",41,"2020","Ethiopia ","Africa",3.072751,101.423454
2020-01-01,"FIN","Johor",335,"2020","Finland","Europe",1.527549,103.745476
2020-01-01,"FIN","Kedah",476,"2020","Finland","Europe",6.155672,100.569649
2020-01-01,"FIN","Kelantan",3,"2020","Finland","Europe",6.125397,102.238068
2020-01-01,"FIN","Perak",3,"2020","Finland","Europe",4.69395,101.117577
2020-01-01,"FIN","Perlis",19,"2020","Finland","Europe",6.443589,100.216599
2020-01-01,"FIN","Pulau Pinang",129,"2020","Finland","Europe",5.285153,100.456238
2020-01-01,"FIN","Sabah",24,"2020","Finland","Europe",5.420404,116.796783
2020-01-01,"FIN","Sarawak",16,"2020","Finland","Europe",1.5575,110.3439
2020-01-01,"FIN","Selangor",1417,"2020","Finland","Europe",3.072751,101.423454
2020-01-01,"FIN","W.P. Labuan",2,"2020","Finland","Europe",5.3,115.22
2020-01-01,"FJI","Johor",77,"2020","Fiji","Oceania",1.527549,103.745476
2020-01-01,"FJI","Kedah",4,"2020","Fiji","Oceania",6.155672,100.569649
2020-01-01,"FJI","Perlis",4,"2020","Fiji","Oceania",6.443589,100.216599
2020-01-01,"FJI","Pulau Pinang",1,"2020","Fiji","Oceania",5.285153,100.456238
2020-01-01,"FJI","Selangor",151,"2020","Fiji","Oceania",3.072751,101.423454
2020-01-01,"FRA","Johor",1957,"2020","France","Europe",1.527549,103.745476
2020-01-01,"FRA","Kedah",1149,"2020","France","Europe",6.155672,100.569649
2020-01-01,"FRA","Kelantan",50,"2020","France","Europe",6.125397,102.238068
2020-01-01,"FRA","Melaka",2,"2020","France","Europe",2.1944,102.2486
2020-01-01,"FRA","Negeri Sembilan",1,"2020","France","Europe",2.731813,102.252502
2020-01-01,"FRA","Pahang",12,"2020","France","Europe",3.974341,102.438057
2020-01-01,"FRA","Perak",29,"2020","France","Europe",4.69395,101.117577
