date,country,soe,arrivals,arrivals_male,arrivals_female
2020-01-01,ABW,Kedah,0,0,0
2020-01-01,ABW,Pulau Pinang,0,0,0
2020-01-01,AFG,Johor,2,0,2
2020-01-01,AFG,Kedah,1,1,0
2020-01-01,AFG,Perlis,0,0,0
2020-01-01,AFG,Pulau Pinang,0,0,0
2020-01-01,AFG,Sarawak,0,0,0
2020-01-01,AFG,Selangor,180,161,19
2020-01-01,AGO,Johor,0,0,0
2020-01-01,AGO,Kedah,0,0,0
2020-01-01,AGO,Sabah,0,0,0
2020-01-01,AGO,Selangor,9,6,3
2020-01-01,AIA,Selangor,0,0,0
2020-01-01,ALB,Johor,35,17,18
2020-01-01,ALB,Kedah,6,4,2
2020-01-01,ALB,Perak,1,1,0
2020-01-01,ALB,Perlis,1,1,0
2020-01-01,ALB,Pulau Pinang,2,0,2
2020-01-01,ALB,Sabah,1,1,0
2020-01-01,ALB,Sarawak,1,1,0
2020-01-01,ALB,Selangor,62,31,31
2020-01-01,AND,Johor,0,0,0
2020-01-01,AND,Kedah,0,0,0
2020-01-01,AND,Perlis,0,0,0
2020-01-01,AND,Pulau Pinang,0,0,0
2020-01-01,AND,Selangor,5,3,2
2020-01-01,ANT,Selangor,0,0,0
2020-01-01,ARE,Johor,22,14,8
2020-01-01,ARE,Kedah,4,3,1
2020-01-01,ARE,Kelantan,0,0,0
2020-01-01,ARE,Perak,0,0,0
2020-01-01,ARE,Perlis,0,0,0
2020-01-01,ARE,Pulau Pinang,4,3,1
2020-01-01,ARE,Sabah,0,0,0
2020-01-01,ARE,Sarawak,0,0,0
2020-01-01,ARE,Selangor,371,252,119
2020-01-01,ARG,Johor,221,133,88
2020-01-01,ARG,Kedah,304,148,156
2020-01-01,ARG,Kelantan,5,2,3
2020-01-01,ARG,Melaka,0,0,0
2020-01-01,ARG,Perak,0,0,0
2020-01-01,ARG,Perlis,20,11,9
2020-01-01,ARG,Pulau Pinang,5,2,3
2020-01-01,ARG,Sabah,3,1,2
2020-01-01,ARG,Sarawak,1,1,0
2020-01-01,ARG,Selangor,908,464,444
2020-01-01,ARG,W.P. Labuan,0,0,0
2020-01-01,ARM,Johor,5,2,3
2020-01-01,ARM,Kedah,3,1,2
2020-01-01,ARM,Kelantan,1,1,0
2020-01-01,ARM,Perak,2,0,2
2020-01-01,ARM,Perlis,0,0,0
2020-01-01,ARM,Pulau Pinang,1,1,0
2020-01-01,ARM,Sabah,0,0,0
2020-01-01,ARM,Sarawak,0,0,0
2020-01-01,ARM,Selangor,79,22,57
2020-01-01,ATA,Selangor,0,0,0
2020-01-01,ATG,Johor,6,3,3
2020-01-01,ATG,Kedah,0,0,0
2020-01-01,ATG,Pulau Pinang,0,0,0
2020-01-01,ATG,Sarawak,0,0,0
2020-01-01,ATG,Selangor,22,12,10
2020-01-01,AUS,Johor,8923,4980,3943
2020-01-01,AUS,Kedah,1138,636,502
2020-01-01,AUS,Kelantan,21,15,6
2020-01-01,AUS,Melaka,10,7,3
2020-01-01,AUS,Negeri Sembilan,0,0,0
2020-01-01,AUS,Pahang,52,23,29
2020-01-01,AUS,Perak,282,156,126
2020-01-01,AUS,Perlis,115,64,51
2020-01-01,AUS,Pulau Pinang,2617,1339,1278
2020-01-01,AUS,Sabah,908,464,444
2020-01-01,AUS,Sarawak,956,535,421
2020-01-01,AUS,Selangor,36952,20700,16252
2020-01-01,AUS,Terengganu,0,0,0
2020-01-01,AUS,W.P. Labuan,24,17,7
2020-01-01,AUT,Johor,242,159,83
2020-01-01,AUT,Kedah,170,97,73
2020-01-01,AUT,Kelantan,8,7,1
2020-01-01,AUT,Melaka,0,0,0
2020-01-01,AUT,Negeri Sembilan,0,0,0
2020-01-01,AUT,Pahang,0,0,0
2020-01-01,AUT,Perak,8,7,1
2020-01-01,AUT,Perlis,28,19,9
2020-01-01,AUT,Pulau Pinang,75,57,18
2020-01-01,AUT,Sabah,26,15,11
2020-01-01,AUT,Sarawak,18,13,5
2020-01-01,AUT,Selangor,904,585,319
2020-01-01,AUT,Terengganu,0,0,0
2020-01-01,AUT,W.P. Labuan,1,1,0
2020-01-01,AZE,Johor,6,5,1
2020-01-01,AZE,Kedah,9,8,1
2020-01-01,AZE,Kelantan,0,0,0
2020-01-01,AZE,Melaka,2,1,1
2020-01-01,AZE,Perlis,0,0,0
2020-01-01,AZE,Pulau Pinang,0,0,0
2020-01-01,AZE,Sabah,3,2,1
2020-01-01,AZE,Sarawak,3,1,2
2020-01-01,AZE,Selangor,159,89,70
2020-01-01,AZE,W.P. Labuan,1,1,0
2020-01-01,BDI,Pulau Pinang,0,0,0
2020-01-01,BDI,Sarawak,0,0,0
2020-01-01,BDI,Selangor,2,2,0
2020-01-01,BEL,Johor,265,171,94
2020-01-01,BEL,Kedah,140,80,60
2020-01-01,BEL,Kelantan,5,3,2
2020-01-01,BEL,Melaka,0,0,0
2020-01-01,BEL,Negeri Sembilan,0,0,0
2020-01-01,BEL,Pahang,0,0,0
2020-01-01,BEL,Perak,2,0,2
2020-01-01,BEL,Perlis,14,8,6
2020-01-01,BEL,Pulau Pinang,76,53,23
2020-01-01,BEL,Sabah,17,12,5
2020-01-01,BEL,Sarawak,15,12,3
2020-01-01,BEL,Selangor,1243,812,431
2020-01-01,BEL,W.P. Labuan,2,2,0
2020-01-01,BEN,Johor,0,0,0
2020-01-01,BEN,Kedah,0,0,0
2020-01-01,BEN,Perak,0,0,0
2020-01-01,BEN,Pulau Pinang,0,0,0
2020-01-01,BEN,Sabah,1,1,0
2020-01-01,BEN,Sarawak,0,0,0
2020-01-01,BEN,Selangor,6,5,1
2020-01-01,BFA,Perak,0,0,0
2020-01-01,BFA,Pulau Pinang,0,0,0
2020-01-01,BFA,Selangor,5,5,0
2020-01-01,BGD,Johor,5428,4954,474
2020-01-01,BGD,Kedah,72,35,37
2020-01-01,BGD,Kelantan,1,1,0
2020-01-01,BGD,Melaka,17,17,0
2020-01-01,BGD,Negeri Sembilan,0,0,0
2020-01-01,BGD,Pahang,1,1,0
2020-01-01,BGD,Perak,0,0,0
2020-01-01,BGD,Perlis,0,0,0
2020-01-01,BGD,Pulau Pinang,81,74,7
2020-01-01,BGD,Sabah,14,7,7
2020-01-01,BGD,Sarawak,167,151,16
2020-01-01,BGD,Selangor,21150,17904,3246
2020-01-01,BGD,W.P. Labuan,24,24,0
2020-01-01,BGR,Johor,73,49,24
2020-01-01,BGR,Kedah,68,32,36
2020-01-01,BGR,Kelantan,0,0,0
2020-01-01,BGR,Pahang,0,0,0
2020-01-01,BGR,Perak,0,0,0
2020-01-01,BGR,Perlis,1,1,0
2020-01-01,BGR,Pulau Pinang,2,1,1
2020-01-01,BGR,Sabah,3,2,1
2020-01-01,BGR,Sarawak,1,1,0
2020-01-01,BGR,Selangor,495,252,243
2020-01-01,BGR,W.P. Labuan,2,1,1
2020-01-01,BHR,Johor,7,4,3
2020-01-01,BHR,Kedah,5,3,2
2020-01-01,BHR,Kelantan,1,1,0
2020-01-01,BHR,Perlis,0,0,0
2020-01-01,BHR,Pulau Pinang,0,0,0
2020-01-01,BHR,Sabah,0,0,0
2020-01-01,BHR,Sarawak,4,4,0
2020-01-01,BHR,Selangor,454,260,194
2020-01-01,BHS,Johor,1,0,1
2020-01-01,BHS,Kedah,0,0,0
2020-01-01,BHS,Perak,0,0,0
2020-01-01,BHS,Sabah,1,1,0
2020-01-01,BHS,Sarawak,0,0,0
2020-01-01,BHS,Selangor,5,2,3
2020-01-01,BIH,Johor,9,4,5
2020-01-01,BIH,Kedah,10,6,4
2020-01-01,BIH,Perlis,0,0,0
2020-01-01,BIH,Pulau Pinang,3,3,0
2020-01-01,BIH,Sabah,0,0,0
2020-01-01,BIH,Sarawak,2,2,0
2020-01-01,BIH,Selangor,85,44,41
2020-01-01,BLR,Johor,19,10,9
2020-01-01,BLR,Kedah,42,19,23
2020-01-01,BLR,Kelantan,2,1,1
2020-01-01,BLR,Pahang,0,0,0
2020-01-01,BLR,Perak,0,0,0
2020-01-01,BLR,Perlis,0,0,0
2020-01-01,BLR,Pulau Pinang,16,8,8
2020-01-01,BLR,Sabah,10,7,3
2020-01-01,BLR,Sarawak,3,1,2
2020-01-01,BLR,Selangor,423,189,234
2020-01-01,BLR,W.P. Labuan,0,0,0
2020-01-01,BLZ,Johor,3,1,2
2020-01-01,BLZ,Pulau Pinang,0,0,0
2020-01-01,BLZ,Sarawak,0,0,0
2020-01-01,BLZ,Selangor,7,4,3
2020-01-01,BMU,Selangor,0,0,0
2020-01-01,BOL,Johor,6,2,4
2020-01-01,BOL,Kedah,0,0,0
2020-01-01,BOL,Melaka,0,0,0
2020-01-01,BOL,Perak,2,0,2
2020-01-01,BOL,Perlis,0,0,0
2020-01-01,BOL,Pulau Pinang,0,0,0
2020-01-01,BOL,Sabah,0,0,0
2020-01-01,BOL,Sarawak,0,0,0
2020-01-01,BOL,Selangor,30,15,15
2020-01-01,BRA,Johor,293,173,120
2020-01-01,BRA,Kedah,163,72,91
2020-01-01,BRA,Kelantan,1,0,1
2020-01-01,BRA,Melaka,0,0,0
2020-01-01,BRA,Pahang,0,0,0
2020-01-01,BRA,Perak,6,4,2
2020-01-01,BRA,Perlis,10,4,6
2020-01-01,BRA,Pulau Pinang,18,12,6
2020-01-01,BRA,Sabah,17,8,9
2020-01-01,BRA,Sarawak,17,9,8
2020-01-01,BRA,Selangor,1480,828,652
2020-01-01,BRA,W.P. Labuan,0,0,0
2020-01-01,BRB,Johor,1,1,0
2020-01-01,BRB,Kedah,0,0,0
2020-01-01,BRB,Perlis,0,0,0
2020-01-01,BRB,Pulau Pinang,0,0,0
2020-01-01,BRB,Selangor,10,3,7
2020-01-01,BRN,Johor,496,231,265
2020-01-01,BRN,Kedah,13,9,4
2020-01-01,BRN,Kelantan,10,6,4
2020-01-01,BRN,Melaka,0,0,0
2020-01-01,BRN,Pahang,0,0,0
2020-01-01,BRN,Perak,3,2,1
2020-01-01,BRN,Perlis,13,9,4
2020-01-01,BRN,Pulau Pinang,10,4,6
2020-01-01,BRN,Sabah,1023,499,524
2020-01-01,BRN,Sarawak,77835,43927,33908
2020-01-01,BRN,Selangor,6217,3079,3138
2020-01-01,BRN,W.P. Labuan,2881,1815,1066
2020-01-01,BTN,Johor,8,6,2
2020-01-01,BTN,Kedah,1,1,0
2020-01-01,BTN,Perak,0,0,0
2020-01-01,BTN,Perlis,0,0,0
2020-01-01,BTN,Pulau Pinang,2,0,2
2020-01-01,BTN,Sabah,0,0,0
2020-01-01,BTN,Sarawak,0,0,0
2020-01-01,BTN,Selangor,66,48,18
2020-01-01,BWA,Johor,2,2,0
2020-01-01,BWA,Kedah,0,0,0
2020-01-01,BWA,Perlis,0,0,0
2020-01-01,BWA,Pulau Pinang,0,0,0
2020-01-01,BWA,Sabah,0,0,0
2020-01-01,BWA,Sarawak,2,2,0
2020-01-01,BWA,Selangor,25,10,15
2020-01-01,CAF,Kedah,0,0,0
2020-01-01,CAF,Selangor,0,0,0
2020-01-01,CAN,Johor,2001,1124,877
2020-01-01,CAN,Kedah,320,178,142
2020-01-01,CAN,Kelantan,15,9,6
2020-01-01,CAN,Melaka,2,1,1
2020-01-01,CAN,Negeri Sembilan,0,0,0
2020-01-01,CAN,Pahang,0,0,0
2020-01-01,CAN,Perak,22,15,7
2020-01-01,CAN,Perlis,59,38,21
2020-01-01,CAN,Pulau Pinang,489,262,227
2020-01-01,CAN,Sabah,273,143,130
2020-01-01,CAN,Sarawak,544,303,241
2020-01-01,CAN,Selangor,5740,3274,2466
2020-01-01,CAN,Terengganu,0,0,0
2020-01-01,CAN,W.P. Labuan,13,11,2
2020-01-01,CCK,Selangor,0,0,0
2020-01-01,CHE,Johor,426,264,162
2020-01-01,CHE,Kedah,288,159,129
2020-01-01,CHE,Kelantan,11,4,7
2020-01-01,CHE,Melaka,2,1,1
2020-01-01,CHE,Negeri Sembilan,0,0,0
2020-01-01,CHE,Pahang,1,1,0
2020-01-01,CHE,Perak,17,10,7
2020-01-01,CHE,Perlis,62,44,18
2020-01-01,CHE,Pulau Pinang,151,84,67
2020-01-01,CHE,Sabah,35,22,13
2020-01-01,CHE,Sarawak,33,17,16
2020-01-01,CHE,Selangor,1413,893,520
2020-01-01,CHE,W.P. Labuan,7,6,1
2020-01-01,CHL,Johor,57,26,31
2020-01-01,CHL,Kedah,54,30,24
2020-01-01,CHL,Kelantan,1,1,0
2020-01-01,CHL,Melaka,0,0,0
2020-01-01,CHL,Pahang,0,0,0
2020-01-01,CHL,Perak,0,0,0
2020-01-01,CHL,Perlis,7,3,4
2020-01-01,CHL,Pulau Pinang,19,6,13
2020-01-01,CHL,Sabah,1,0,1
2020-01-01,CHL,Sarawak,1,0,1
2020-01-01,CHL,Selangor,366,190,176
2020-01-01,CHN,Johor,92472,38137,54335
2020-01-01,CHN,Kedah,5069,2188,2881
2020-01-01,CHN,Kelantan,26,11,15
2020-01-01,CHN,Melaka,2,0,2
2020-01-01,CHN,Pahang,43,21,22
2020-01-01,CHN,Perak,236,89,147
2020-01-01,CHN,Perlis,136,72,64
2020-01-01,CHN,Pulau Pinang,10906,5180,5726
2020-01-01,CHN,Sabah,12574,5703,6871
2020-01-01,CHN,Sarawak,1192,446,746
2020-01-01,CHN,Selangor,163242,75519,87723
2020-01-01,CHN,Terengganu,0,0,0
2020-01-01,CHN,W.P. Labuan,60,30,30
2020-01-01,CIV,Johor,0,0,0
2020-01-01,CIV,Kedah,1,1,0
2020-01-01,CIV,Pulau Pinang,1,1,0
2020-01-01,CIV,Sabah,0,0,0
2020-01-01,CIV,Sarawak,0,0,0
2020-01-01,CIV,Selangor,36,27,9
2020-01-01,CMR,Johor,3,3,0
2020-01-01,CMR,Kedah,0,0,0
2020-01-01,CMR,Pulau Pinang,0,0,0
2020-01-01,CMR,Sabah,0,0,0
2020-01-01,CMR,Sarawak,1,1,0
2020-01-01,CMR,Selangor,33,23,10
2020-01-01,COD,Johor,0,0,0
2020-01-01,COD,Pulau Pinang,0,0,0
2020-01-01,COD,Sarawak,0,0,0
2020-01-01,COD,Selangor,9,4,5
2020-01-01,COG,Johor,1,1,0
2020-01-01,COG,Kedah,0,0,0
2020-01-01,COG,Selangor,2,2,0
2020-01-01,COK,Selangor,0,0,0
2020-01-01,COL,Johor,28,17,11
2020-01-01,COL,Kedah,0,0,0
2020-01-01,COL,Perak,0,0,0
2020-01-01,COL,Pulau Pinang,2,0,2
2020-01-01,COL,Sabah,0,0,0
2020-01-01,COL,Sarawak,0,0,0
2020-01-01,COL,Selangor,217,114,103
2020-01-01,COL,W.P. Labuan,0,0,0
2020-01-01,COM,Johor,0,0,0
2020-01-01,COM,Kedah,1,0,1
2020-01-01,COM,Selangor,19,13,6
2020-01-01,CPV,Johor,1,0,1
2020-01-01,CPV,Kedah,0,0,0
2020-01-01,CPV,Pulau Pinang,0,0,0
2020-01-01,CPV,Sabah,0,0,0
2020-01-01,CPV,Selangor,3,2,1
2020-01-01,CRI,Johor,9,6,3
2020-01-01,CRI,Kedah,1,1,0
2020-01-01,CRI,Perak,1,0,1
2020-01-01,CRI,Perlis,0,0,0
2020-01-01,CRI,Pulau Pinang,2,1,1
2020-01-01,CRI,Sabah,1,0,1
2020-01-01,CRI,Sarawak,0,0,0
2020-01-01,CRI,Selangor,73,44,29
2020-01-01,CUB,Johor,7,7,0
2020-01-01,CUB,Kedah,0,0,0
2020-01-01,CUB,Perlis,0,0,0
2020-01-01,CUB,Pulau Pinang,1,1,0
2020-01-01,CUB,Sabah,0,0,0
2020-01-01,CUB,Sarawak,0,0,0
2020-01-01,CUB,Selangor,40,21,19
2020-01-01,CYP,Johor,15,9,6
2020-01-01,CYP,Kedah,7,3,4
2020-01-01,CYP,Perak,0,0,0
2020-01-01,CYP,Perlis,0,0,0
2020-01-01,CYP,Pulau Pinang,4,2,2
2020-01-01,CYP,Sabah,0,0,0
2020-01-01,CYP,Sarawak,1,0,1
2020-01-01,CYP,Selangor,61,37,24
2020-01-01,CZE,Johor,163,99,64
2020-01-01,CZE,Kedah,492,251,241
2020-01-01,CZE,Kelantan,3,2,1
2020-01-01,CZE,Melaka,2,2,0
2020-01-01,CZE,Negeri Sembilan,0,0,0
2020-01-01,CZE,Perak,0,0,0
2020-01-01,CZE,Perlis,18,12,6
2020-01-01,CZE,Pulau Pinang,89,43,46
2020-01-01,CZE,Sabah,30,18,12
2020-01-01,CZE,Sarawak,15,8,7
2020-01-01,CZE,Selangor,966,559,407
2020-01-01,CZE,W.P. Labuan,5,4,1
2020-01-01,DEU,Johor,2320,1507,813
2020-01-01,DEU,Kedah,1336,695,641
2020-01-01,DEU,Kelantan,39,31,8
2020-01-01,DEU,Melaka,3,2,1
2020-01-01,DEU,Negeri Sembilan,1,1,0
2020-01-01,DEU,Pahang,12,7,5
2020-01-01,DEU,Perak,34,25,9
2020-01-01,DEU,Perlis,255,166,89
2020-01-01,DEU,Pulau Pinang,550,378,172
2020-01-01,DEU,Sabah,143,100,43
2020-01-01,DEU,Sarawak,241,156,85
2020-01-01,DEU,Selangor,6725,4268,2457
2020-01-01,DEU,Terengganu,0,0,0
2020-01-01,DEU,W.P. Labuan,14,9,5
2020-01-01,DJI,Johor,0,0,0
2020-01-01,DJI,Selangor,9,3,6
2020-01-01,DMA,Johor,9,7,2
2020-01-01,DMA,Kedah,0,0,0
2020-01-01,DMA,Pulau Pinang,0,0,0
2020-01-01,DMA,Sabah,6,5,1
2020-01-01,DMA,Sarawak,1,1,0
2020-01-01,DMA,Selangor,41,33,8
2020-01-01,DMA,W.P. Labuan,0,0,0
2020-01-01,DNK,Johor,349,236,113
2020-01-01,DNK,Kedah,416,205,211
2020-01-01,DNK,Kelantan,2,2,0
2020-01-01,DNK,Melaka,1,1,0
2020-01-01,DNK,Negeri Sembilan,0,0,0
2020-01-01,DNK,Pahang,0,0,0
2020-01-01,DNK,Perak,20,12,8
2020-01-01,DNK,Perlis,20,12,8
2020-01-01,DNK,Pulau Pinang,148,89,59
2020-01-01,DNK,Sabah,44,27,17
2020-01-01,DNK,Sarawak,16,10,6
2020-01-01,DNK,Selangor,1755,1049,706
2020-01-01,DNK,W.P. Labuan,1,1,0
2020-01-01,DOM,Johor,2,1,1
2020-01-01,DOM,Kedah,0,0,0
2020-01-01,DOM,Perak,0,0,0
2020-01-01,DOM,Perlis,1,1,0
2020-01-01,DOM,Pulau Pinang,0,0,0
2020-01-01,DOM,Sabah,1,1,0
2020-01-01,DOM,Sarawak,0,0,0
2020-01-01,DOM,Selangor,19,10,9
2020-01-01,DZA,Johor,27,23,4
2020-01-01,DZA,Kedah,18,12,6
2020-01-01,DZA,Kelantan,0,0,0
2020-01-01,DZA,Melaka,0,0,0
2020-01-01,DZA,Perak,0,0,0
2020-01-01,DZA,Perlis,3,1,2
2020-01-01,DZA,Pulau Pinang,9,6,3
2020-01-01,DZA,Sabah,1,1,0
2020-01-01,DZA,Sarawak,6,3,3
2020-01-01,DZA,Selangor,719,524,195
2020-01-01,DZA,W.P. Labuan,0,0,0
2020-01-01,ECU,Johor,26,9,17
2020-01-01,ECU,Kedah,2,1,1
2020-01-01,ECU,Perak,0,0,0
2020-01-01,ECU,Perlis,0,0,0
2020-01-01,ECU,Pulau Pinang,0,0,0
2020-01-01,ECU,Sabah,0,0,0
2020-01-01,ECU,Sarawak,2,0,2
2020-01-01,ECU,Selangor,77,38,39
2020-01-01,EGY,Johor,244,184,60
2020-01-01,EGY,Kedah,33,14,19
2020-01-01,EGY,Kelantan,4,4,0
2020-01-01,EGY,Melaka,0,0,0
2020-01-01,EGY,Pahang,0,0,0
2020-01-01,EGY,Perak,0,0,0
2020-01-01,EGY,Perlis,0,0,0
2020-01-01,EGY,Pulau Pinang,9,8,1
2020-01-01,EGY,Sabah,5,4,1
2020-01-01,EGY,Sarawak,87,53,34
2020-01-01,EGY,Selangor,2697,1661,1036
2020-01-01,EGY,Terengganu,0,0,0
2020-01-01,EGY,W.P. Labuan,0,0,0
2020-01-01,ERI,Johor,0,0,0
2020-01-01,ERI,Pulau Pinang,0,0,0
2020-01-01,ERI,Sabah,0,0,0
2020-01-01,ERI,Selangor,31,20,11
2020-01-01,ESP,Johor,490,291,199
2020-01-01,ESP,Kedah,358,180,178
2020-01-01,ESP,Kelantan,6,5,1
2020-01-01,ESP,Melaka,2,1,1
2020-01-01,ESP,Negeri Sembilan,0,0,0
2020-01-01,ESP,Pahang,1,1,0
2020-01-01,ESP,Perak,6,4,2
2020-01-01,ESP,Perlis,34,19,15
2020-01-01,ESP,Pulau Pinang,71,43,28
2020-01-01,ESP,Sabah,44,24,20
2020-01-01,ESP,Sarawak,35,19,16
2020-01-01,ESP,Selangor,2140,1298,842
2020-01-01,ESP,W.P. Labuan,8,6,2
2020-01-01,EST,Johor,91,47,44
2020-01-01,EST,Kedah,107,56,51
2020-01-01,EST,Kelantan,0,0,0
2020-01-01,EST,Pahang,0,0,0
2020-01-01,EST,Perak,3,2,1
2020-01-01,EST,Perlis,1,1,0
2020-01-01,EST,Pulau Pinang,6,4,2
2020-01-01,EST,Sabah,16,10,6
2020-01-01,EST,Sarawak,4,3,1
2020-01-01,EST,Selangor,254,135,119
2020-01-01,EST,W.P. Labuan,0,0,0
2020-01-01,ETH,Johor,5,4,1
2020-01-01,ETH,Kedah,0,0,0
2020-01-01,ETH,Pulau Pinang,0,0,0
2020-01-01,ETH,Sarawak,2,0,2
2020-01-01,ETH,Selangor,41,25,16
2020-01-01,FIN,Johor,335,208,127
2020-01-01,FIN,Kedah,476,209,267
2020-01-01,FIN,Kelantan,3,1,2
2020-01-01,FIN,Melaka,0,0,0
2020-01-01,FIN,Negeri Sembilan,0,0,0
2020-01-01,FIN,Pahang,0,0,0
2020-01-01,FIN,Perak,3,2,1
2020-01-01,FIN,Perlis,19,11,8
2020-01-01,FIN,Pulau Pinang,129,76,53
2020-01-01,FIN,Sabah,24,15,9
2020-01-01,FIN,Sarawak,16,9,7
2020-01-01,FIN,Selangor,1417,756,661
2020-01-01,FIN,W.P. Labuan,2,1,1
2020-01-01,FJI,Johor,77,37,40
2020-01-01,FJI,Kedah,4,0,4
2020-01-01,FJI,Kelantan,0,0,0
2020-01-01,FJI,Perak,0,0,0
2020-01-01,FJI,Perlis,4,0,4
2020-01-01,FJI,Pulau Pinang,1,1,0
2020-01-01,FJI,Sabah,0,0,0
2020-01-01,FJI,Sarawak,0,0,0
2020-01-01,FJI,Selangor,151,84,67
2020-01-01,FRA,Johor,1957,1214,743
2020-01-01,FRA,Kedah,1149,671,478
2020-01-01,FRA,Kelantan,50,38,12
2020-01-01,FRA,Melaka,2,2,0
2020-01-01,FRA,Negeri Sembilan,1,1,0
2020-01-01,FRA,Pahang,12,5,7
2020-01-01,FRA,Perak,29,20,9
2020-01-01,FRA,Perlis,142,88,54
2020-01-01,FRA,Pulau Pinang,508,299,209
2020-01-01,FRA,Sabah,135,71,64
2020-01-01,FRA,Sarawak,100,68,32
2020-01-01,FRA,Selangor,8663,5373,3290
2020-01-01,FRA,Terengganu,0,0,0
2020-01-01,FRA,W.P. Labuan,5,3,2
2020-01-01,FSM,Johor,1,1,0
2020-01-01,FSM,Pulau Pinang,1,0,1
2020-01-01,FSM,Selangor,1,1,0
2020-01-01,GAB,Johor,1,1,0
2020-01-01,GAB,Pulau Pinang,0,0,0
2020-01-01,GAB,Sarawak,0,0,0
2020-01-01,GAB,Selangor,3,1,2
2020-01-01,GBR,Johor,5448,3473,1975
2020-01-01,GBR,Kedah,2148,1206,942
2020-01-01,GBR,Kelantan,37,31,6
2020-01-01,GBR,Melaka,5,5,0
2020-01-01,GBR,Negeri Sembilan,0,0,0
2020-01-01,GBR,Pahang,18,13,5
2020-01-01,GBR,Perak,75,50,25
2020-01-01,GBR,Perlis,289,186,103
2020-01-01,GBR,Pulau Pinang,1412,841,571
2020-01-01,GBR,Sabah,581,327,254
2020-01-01,GBR,Sarawak,1261,822,439
2020-01-01,GBR,Selangor,20246,12997,7249
2020-01-01,GBR,Terengganu,0,0,0
2020-01-01,GBR,W.P. Labuan,119,74,45
2020-01-01,GEO,Johor,3,2,1
2020-01-01,GEO,Kedah,4,1,3
2020-01-01,GEO,Melaka,1,1,0
2020-01-01,GEO,Perak,0,0,0
2020-01-01,GEO,Perlis,0,0,0
2020-01-01,GEO,Pulau Pinang,3,2,1
2020-01-01,GEO,Sabah,0,0,0
2020-01-01,GEO,Sarawak,0,0,0
2020-01-01,GEO,Selangor,46,24,22
2020-01-01,GHA,Johor,14,11,3
2020-01-01,GHA,Kedah,0,0,0
2020-01-01,GHA,Kelantan,1,1,0
2020-01-01,GHA,Pulau Pinang,1,1,0
2020-01-01,GHA,Sabah,0,0,0
2020-01-01,GHA,Sarawak,2,2,0
2020-01-01,GHA,Selangor,82,50,32
2020-01-01,GIB,Johor,0,0,0
2020-01-01,GIB,Sarawak,0,0,0
2020-01-01,GIN,Johor,14,14,0
2020-01-01,GIN,Kedah,0,0,0
2020-01-01,GIN,Kelantan,1,1,0
2020-01-01,GIN,Perlis,0,0,0
2020-01-01,GIN,Pulau Pinang,0,0,0
2020-01-01,GIN,Sabah,0,0,0
2020-01-01,GIN,Sarawak,2,1,1
2020-01-01,GIN,Selangor,81,70,11
2020-01-01,GLP,Selangor,0,0,0
2020-01-01,GMB,Johor,11,6,5
2020-01-01,GMB,Kedah,0,0,0
2020-01-01,GMB,Kelantan,2,2,0
2020-01-01,GMB,Pulau Pinang,0,0,0
2020-01-01,GMB,Sabah,0,0,0
2020-01-01,GMB,Sarawak,0,0,0
2020-01-01,GMB,Selangor,67,52,15
2020-01-01,GNB,Johor,2,2,0
2020-01-01,GNB,Selangor,3,3,0
2020-01-01,GNQ,Johor,0,0,0
2020-01-01,GNQ,Selangor,7,4,3
2020-01-01,GRC,Johor,65,53,12
2020-01-01,GRC,Kedah,41,21,20
2020-01-01,GRC,Kelantan,1,1,0
2020-01-01,GRC,Melaka,4,3,1
2020-01-01,GRC,Negeri Sembilan,0,0,0
2020-01-01,GRC,Pahang,0,0,0
2020-01-01,GRC,Perak,3,1,2
2020-01-01,GRC,Perlis,7,4,3
2020-01-01,GRC,Pulau Pinang,7,6,1
2020-01-01,GRC,Sabah,2,2,0
2020-01-01,GRC,Sarawak,8,4,4
2020-01-01,GRC,Selangor,258,183,75
2020-01-01,GRD,Johor,12,10,2
2020-01-01,GRD,Kedah,0,0,0
2020-01-01,GRD,Pulau Pinang,1,1,0
2020-01-01,GRD,Sabah,0,0,0
2020-01-01,GRD,Sarawak,0,0,0
2020-01-01,GRD,Selangor,25,15,10
2020-01-01,GRL,Johor,0,0,0
2020-01-01,GRL,Selangor,0,0,0
2020-01-01,GTM,Johor,0,0,0
2020-01-01,GTM,Kedah,0,0,0
2020-01-01,GTM,Pahang,1,0,1
2020-01-01,GTM,Perak,0,0,0
2020-01-01,GTM,Pulau Pinang,0,0,0
2020-01-01,GTM,Sabah,0,0,0
2020-01-01,GTM,Sarawak,0,0,0
2020-01-01,GTM,Selangor,26,15,11
2020-01-01,GTM,W.P. Labuan,0,0,0
2020-01-01,GUY,Johor,2,2,0
2020-01-01,GUY,Kedah,0,0,0
2020-01-01,GUY,Pulau Pinang,0,0,0
2020-01-01,GUY,Sarawak,0,0,0
2020-01-01,GUY,Selangor,8,4,4
2020-01-01,HKG,Johor,0,0,0
2020-01-01,HKG,Kedah,0,0,0
2020-01-01,HKG,Kelantan,0,0,0
2020-01-01,HKG,Pahang,0,0,0
2020-01-01,HKG,Perak,25,13,12
2020-01-01,HKG,Perlis,0,0,0
2020-01-01,HKG,Pulau Pinang,0,0,0
2020-01-01,HKG,Sabah,3,1,2
2020-01-01,HKG,Sarawak,7,5,2
2020-01-01,HKG,Selangor,0,0,0
