date,country,soe,arrivals,arrivals_male,arrivals_female
2021-01-01,NGA,Sarawak,0,0,0
2021-01-01,NGA,Selangor,39,36,3
2021-01-01,NIC,Johor,0,0,0
2021-01-01,NIC,Kedah,0,0,0
2021-01-01,NIC,Pulau Pinang,0,0,0
2021-01-01,NIC,Sabah,0,0,0
2021-01-01,NIC,Selangor,0,0,0
2021-01-01,NLD,Johor,2,2,0
2021-01-01,NLD,Kedah,0,0,0
2021-01-01,NLD,Kelantan,0,0,0
2021-01-01,NLD,Melaka,0,0,0
2021-01-01,NLD,Negeri Sembilan,0,0,0
2021-01-01,NLD,Pahang,0,0,0
2021-01-01,NLD,Perak,0,0,0
2021-01-01,NLD,Perlis,0,0,0
2021-01-01,NLD,Pulau Pinang,0,0,0
2021-01-01,NLD,Sabah,0,0,0
2021-01-01,NLD,Sarawak,0,0,0
2021-01-01,NLD,Selangor,56,44,12
2021-01-01,NLD,Terengganu,0,0,0
2021-01-01,NLD,W.P. Labuan,0,0,0
2021-01-01,NOR,Johor,0,0,0
2021-01-01,NOR,Kedah,0,0,0
2021-01-01,NOR,Kelantan,0,0,0
2021-01-01,NOR,Melaka,0,0,0
2021-01-01,NOR,Pahang,0,0,0
2021-01-01,NOR,Perak,0,0,0
2021-01-01,NOR,Perlis,0,0,0
2021-01-01,NOR,Pulau Pinang,0,0,0
2021-01-01,NOR,Sabah,0,0,0
2021-01-01,NOR,Sarawak,0,0,0
2021-01-01,NOR,Selangor,24,21,3
2021-01-01,NOR,W.P. Labuan,0,0,0
2021-01-01,NPL,Johor,0,0,0
2021-01-01,NPL,Kedah,0,0,0
2021-01-01,NPL,Pahang,0,0,0
2021-01-01,NPL,Perak,0,0,0
2021-01-01,NPL,Perlis,0,0,0
2021-01-01,NPL,Pulau Pinang,0,0,0
2021-01-01,NPL,Sabah,0,0,0
2021-01-01,NPL,Sarawak,0,0,0
2021-01-01,NPL,Selangor,75,73,2
2021-01-01,NPL,W.P. Labuan,0,0,0
2021-01-01,NRU,Johor,0,0,0
2021-01-01,NRU,Pulau Pinang,0,0,0
2021-01-01,NRU,Selangor,0,0,0
2021-01-01,NZL,Johor,1,0,1
2021-01-01,NZL,Kedah,0,0,0
2021-01-01,NZL,Kelantan,0,0,0
2021-01-01,NZL,Melaka,0,0,0
2021-01-01,NZL,Negeri Sembilan,0,0,0
2021-01-01,NZL,Pahang,0,0,0
2021-01-01,NZL,Perak,0,0,0
2021-01-01,NZL,Perlis,0,0,0
2021-01-01,NZL,Pulau Pinang,4,2,2
2021-01-01,NZL,Sabah,0,0,0
2021-01-01,NZL,Sarawak,0,0,0
2021-01-01,NZL,Selangor,23,15,8
2021-01-01,NZL,Terengganu,0,0,0
2021-01-01,NZL,W.P. Labuan,0,0,0
2021-01-01,OMN,Johor,0,0,0
2021-01-01,OMN,Kedah,0,0,0
2021-01-01,OMN,Kelantan,0,0,0
2021-01-01,OMN,Melaka,0,0,0
2021-01-01,OMN,Perak,0,0,0
2021-01-01,OMN,Perlis,0,0,0
2021-01-01,OMN,Pulau Pinang,0,0,0
2021-01-01,OMN,Sabah,0,0,0
2021-01-01,OMN,Sarawak,0,0,0
2021-01-01,OMN,Selangor,6,3,3
2021-01-01,PAK,Johor,0,0,0
2021-01-01,PAK,Kedah,0,0,0
2021-01-01,PAK,Kelantan,0,0,0
2021-01-01,PAK,Melaka,0,0,0
2021-01-01,PAK,Negeri Sembilan,0,0,0
2021-01-01,PAK,Pahang,0,0,0
2021-01-01,PAK,Perak,0,0,0
2021-01-01,PAK,Perlis,0,0,0
2021-01-01,PAK,Pulau Pinang,0,0,0
2021-01-01,PAK,Sabah,2,2,0
2021-01-01,PAK,Sarawak,0,0,0
2021-01-01,PAK,Selangor,187,162,25
2021-01-01,PAK,W.P. Labuan,0,0,0
2021-01-01,PAN,Johor,0,0,0
2021-01-01,PAN,Kedah,0,0,0
2021-01-01,PAN,Perak,0,0,0
2021-01-01,PAN,Perlis,0,0,0
2021-01-01,PAN,Pulau Pinang,0,0,0
2021-01-01,PAN,Sabah,0,0,0
2021-01-01,PAN,Sarawak,0,0,0
2021-01-01,PAN,Selangor,3,1,2
2021-01-01,PER,Johor,0,0,0
2021-01-01,PER,Kedah,0,0,0
2021-01-01,PER,Kelantan,0,0,0
2021-01-01,PER,Pahang,0,0,0
2021-01-01,PER,Perak,0,0,0
2021-01-01,PER,Perlis,0,0,0
2021-01-01,PER,Pulau Pinang,0,0,0
2021-01-01,PER,Sabah,0,0,0
2021-01-01,PER,Sarawak,0,0,0
2021-01-01,PER,Selangor,1,1,0
2021-01-01,PER,W.P. Labuan,0,0,0
2021-01-01,PHL,Johor,57,56,1
2021-01-01,PHL,Kedah,0,0,0
2021-01-01,PHL,Kelantan,0,0,0
2021-01-01,PHL,Melaka,0,0,0
2021-01-01,PHL,Negeri Sembilan,0,0,0
2021-01-01,PHL,Pahang,0,0,0
2021-01-01,PHL,Perak,1,0,1
2021-01-01,PHL,Perlis,0,0,0
2021-01-01,PHL,Pulau Pinang,3,1,2
2021-01-01,PHL,Sabah,3,3,0
2021-01-01,PHL,Sarawak,56,55,1
2021-01-01,PHL,Selangor,436,357,79
2021-01-01,PHL,Terengganu,0,0,0
2021-01-01,PHL,W.P. Labuan,2,2,0
2021-01-01,PLW,Johor,0,0,0
2021-01-01,PLW,Pulau Pinang,0,0,0
2021-01-01,PLW,Selangor,0,0,0
2021-01-01,PNG,Johor,0,0,0
2021-01-01,PNG,Kedah,0,0,0
2021-01-01,PNG,Kelantan,0,0,0
2021-01-01,PNG,Perak,0,0,0
2021-01-01,PNG,Pulau Pinang,0,0,0
2021-01-01,PNG,Sabah,0,0,0
2021-01-01,PNG,Sarawak,0,0,0
2021-01-01,PNG,Selangor,2,2,0
2021-01-01,POL,Johor,1,1,0
2021-01-01,POL,Kedah,0,0,0
2021-01-01,POL,Kelantan,0,0,0
2021-01-01,POL,Melaka,0,0,0
2021-01-01,POL,Negeri Sembilan,0,0,0
2021-01-01,POL,Pahang,0,0,0
2021-01-01,POL,Perak,0,0,0
2021-01-01,POL,Perlis,0,0,0
2021-01-01,POL,Pulau Pinang,0,0,0
2021-01-01,POL,Sabah,0,0,0
2021-01-01,POL,Sarawak,0,0,0
2021-01-01,POL,Selangor,28,25,3
2021-01-01,POL,Terengganu,0,0,0
2021-01-01,POL,W.P. Labuan,0,0,0
2021-01-01,PRK,Selangor,0,0,0
2021-01-01,PRT,Johor,0,0,0
2021-01-01,PRT,Kedah,0,0,0
2021-01-01,PRT,Kelantan,0,0,0
2021-01-01,PRT,Melaka,0,0,0
2021-01-01,PRT,Pahang,0,0,0
2021-01-01,PRT,Perak,0,0,0
2021-01-01,PRT,Perlis,0,0,0
2021-01-01,PRT,Pulau Pinang,0,0,0
2021-01-01,PRT,Sabah,0,0,0
2021-01-01,PRT,Sarawak,0,0,0
2021-01-01,PRT,Selangor,13,7,6
2021-01-01,PRT,W.P. Labuan,0,0,0
2021-01-01,PRY,Johor,0,0,0
2021-01-01,PRY,Kedah,0,0,0
2021-01-01,PRY,Perak,0,0,0
2021-01-01,PRY,Perlis,0,0,0
2021-01-01,PRY,Pulau Pinang,0,0,0
2021-01-01,PRY,Sabah,0,0,0
2021-01-01,PRY,Sarawak,0,0,0
2021-01-01,PRY,Selangor,0,0,0
2021-01-01,PSE,Johor,0,0,0
2021-01-01,PSE,Kedah,0,0,0
2021-01-01,PSE,Kelantan,0,0,0
2021-01-01,PSE,Melaka,0,0,0
2021-01-01,PSE,Perak,0,0,0
2021-01-01,PSE,Perlis,0,0,0
2021-01-01,PSE,Pulau Pinang,0,0,0
2021-01-01,PSE,Sabah,0,0,0
2021-01-01,PSE,Sarawak,0,0,0
2021-01-01,PSE,Selangor,9,8,1
2021-01-01,QAT,Johor,0,0,0
2021-01-01,QAT,Kedah,0,0,0
2021-01-01,QAT,Perlis,0,0,0
2021-01-01,QAT,Pulau Pinang,0,0,0
2021-01-01,QAT,Sabah,0,0,0
2021-01-01,QAT,Sarawak,0,0,0
2021-01-01,QAT,Selangor,5,2,3
2021-01-01,REU,Johor,0,0,0
2021-01-01,REU,Sarawak,0,0,0
2021-01-01,ROU,Johor,3,3,0
2021-01-01,ROU,Kedah,0,0,0
2021-01-01,ROU,Kelantan,0,0,0
2021-01-01,ROU,Negeri Sembilan,0,0,0
2021-01-01,ROU,Pahang,0,0,0
2021-01-01,ROU,Perak,0,0,0
2021-01-01,ROU,Perlis,0,0,0
2021-01-01,ROU,Pulau Pinang,0,0,0
2021-01-01,ROU,Sabah,0,0,0
2021-01-01,ROU,Sarawak,0,0,0
2021-01-01,ROU,Selangor,20,18,2
2021-01-01,ROU,W.P. Labuan,0,0,0
2021-01-01,RUS,Johor,4,4,0
2021-01-01,RUS,Kedah,0,0,0
2021-01-01,RUS,Kelantan,0,0,0
2021-01-01,RUS,Melaka,0,0,0
2021-01-01,RUS,Negeri Sembilan,0,0,0
2021-01-01,RUS,Pahang,0,0,0
2021-01-01,RUS,Perak,0,0,0
2021-01-01,RUS,Perlis,0,0,0
2021-01-01,RUS,Pulau Pinang,0,0,0
2021-01-01,RUS,Sabah,0,0,0
2021-01-01,RUS,Sarawak,0,0,0
2021-01-01,RUS,Selangor,47,40,7
2021-01-01,RUS,W.P. Labuan,0,0,0
2021-01-01,RWA,Johor,0,0,0
2021-01-01,RWA,Kedah,0,0,0
2021-01-01,RWA,Pulau Pinang,0,0,0
2021-01-01,RWA,Selangor,0,0,0
2021-01-01,SAU,Johor,0,0,0
2021-01-01,SAU,Kedah,0,0,0
2021-01-01,SAU,Kelantan,0,0,0
2021-01-01,SAU,Melaka,0,0,0
2021-01-01,SAU,Perak,0,0,0
2021-01-01,SAU,Perlis,0,0,0
2021-01-01,SAU,Pulau Pinang,0,0,0
2021-01-01,SAU,Sabah,0,0,0
2021-01-01,SAU,Sarawak,0,0,0
2021-01-01,SAU,Selangor,52,28,24
2021-01-01,SAU,W.P. Labuan,0,0,0
2021-01-01,SDN,Johor,0,0,0
2021-01-01,SDN,Kedah,0,0,0
2021-01-01,SDN,Kelantan,0,0,0
2021-01-01,SDN,Perlis,0,0,0
2021-01-01,SDN,Pulau Pinang,0,0,0
2021-01-01,SDN,Sabah,0,0,0
2021-01-01,SDN,Sarawak,0,0,0
2021-01-01,SDN,Selangor,23,21,2
2021-01-01,SDN,W.P. Labuan,0,0,0
2021-01-01,SEN,Johor,0,0,0
2021-01-01,SEN,Kedah,0,0,0
2021-01-01,SEN,Kelantan,0,0,0
2021-01-01,SEN,Perak,0,0,0
2021-01-01,SEN,Perlis,0,0,0
2021-01-01,SEN,Pulau Pinang,0,0,0
2021-01-01,SEN,Sabah,0,0,0
2021-01-01,SEN,Sarawak,0,0,0
2021-01-01,SEN,Selangor,2,1,1
2021-01-01,SGP,Johor,271,232,39
2021-01-01,SGP,Kedah,3,3,0
2021-01-01,SGP,Kelantan,0,0,0
2021-01-01,SGP,Melaka,0,0,0
2021-01-01,SGP,Negeri Sembilan,0,0,0
2021-01-01,SGP,Pahang,0,0,0
2021-01-01,SGP,Perak,2,1,1
2021-01-01,SGP,Perlis,3,3,0
2021-01-01,SGP,Pulau Pinang,11,3,8
2021-01-01,SGP,Sabah,0,0,0
2021-01-01,SGP,Sarawak,18,5,13
2021-01-01,SGP,Selangor,131,81,50
2021-01-01,SGP,Terengganu,0,0,0
2021-01-01,SGP,W.P. Labuan,0,0,0
2021-01-01,SGS,Johor,0,0,0
2021-01-01,SGS,Sabah,0,0,0
2021-01-01,SGS,Selangor,0,0,0
2021-01-01,SHN,Sarawak,0,0,0
2021-01-01,SLB,Johor,0,0,0
2021-01-01,SLB,Perlis,0,0,0
2021-01-01,SLB,Pulau Pinang,0,0,0
2021-01-01,SLB,Sabah,0,0,0
2021-01-01,SLB,Sarawak,0,0,0
2021-01-01,SLB,Selangor,0,0,0
2021-01-01,SLB,W.P. Labuan,0,0,0
2021-01-01,SLE,Johor,0,0,0
2021-01-01,SLE,Kedah,0,0,0
2021-01-01,SLE,Perak,0,0,0
2021-01-01,SLE,Pulau Pinang,0,0,0
2021-01-01,SLE,Sabah,0,0,0
2021-01-01,SLE,Selangor,1,1,0
2021-01-01,SLV,Johor,0,0,0
2021-01-01,SLV,Kedah,0,0,0
2021-01-01,SLV,Perak,0,0,0
2021-01-01,SLV,Perlis,0,0,0
2021-01-01,SLV,Pulau Pinang,0,0,0
2021-01-01,SLV,Sabah,0,0,0
2021-01-01,SLV,Selangor,0,0,0
2021-01-01,SLV,W.P. Labuan,0,0,0
2021-01-01,SMR,Johor,0,0,0
2021-01-01,SMR,Selangor,1,1,0
2021-01-01,SOM,Johor,0,0,0
2021-01-01,SOM,Kedah,0,0,0
2021-01-01,SOM,Kelantan,0,0,0
2021-01-01,SOM,Perlis,0,0,0
2021-01-01,SOM,Sabah,0,0,0
2021-01-01,SOM,Sarawak,0,0,0
2021-01-01,SOM,Selangor,3,2,1
2021-01-01,SRB,Johor,0,0,0
2021-01-01,SRB,Kedah,0,0,0
2021-01-01,SRB,Kelantan,0,0,0
2021-01-01,SRB,Pahang,0,0,0
2021-01-01,SRB,Perak,0,0,0
2021-01-01,SRB,Perlis,0,0,0
2021-01-01,SRB,Pulau Pinang,0,0,0
2021-01-01,SRB,Sabah,0,0,0
2021-01-01,SRB,Sarawak,0,0,0
2021-01-01,SRB,Selangor,3,2,1
2021-01-01,SSD,Johor,0,0,0
2021-01-01,SSD,Kedah,0,0,0
2021-01-01,SSD,Sarawak,0,0,0
2021-01-01,SSD,Selangor,1,0,1
2021-01-01,SSD,W.P. Labuan,0,0,0
2021-01-01,STP,Selangor,2,2,0
2021-01-01,SUR,Johor,0,0,0
2021-01-01,SUR,Kedah,0,0,0
2021-01-01,SUR,Kelantan,0,0,0
2021-01-01,SUR,Perak,0,0,0
2021-01-01,SUR,Perlis,0,0,0
2021-01-01,SUR,Pulau Pinang,0,0,0
2021-01-01,SUR,Sabah,0,0,0
2021-01-01,SUR,Sarawak,0,0,0
2021-01-01,SUR,Selangor,0,0,0
2021-01-01,SVK,Johor,0,0,0
2021-01-01,SVK,Kedah,0,0,0
2021-01-01,SVK,Kelantan,0,0,0
2021-01-01,SVK,Negeri Sembilan,0,0,0
2021-01-01,SVK,Pahang,0,0,0
2021-01-01,SVK,Perak,0,0,0
2021-01-01,SVK,Perlis,0,0,0
2021-01-01,SVK,Pulau Pinang,0,0,0
2021-01-01,SVK,Sabah,0,0,0
2021-01-01,SVK,Sarawak,0,0,0
2021-01-01,SVK,Selangor,9,8,1
2021-01-01,SVK,W.P. Labuan,0,0,0
2021-01-01,SVN,Johor,0,0,0
2021-01-01,SVN,Kedah,0,0,0
2021-01-01,SVN,Kelantan,0,0,0
2021-01-01,SVN,Perak,0,0,0
2021-01-01,SVN,Perlis,0,0,0
2021-01-01,SVN,Pulau Pinang,0,0,0
2021-01-01,SVN,Sabah,0,0,0
2021-01-01,SVN,Sarawak,0,0,0
2021-01-01,SVN,Selangor,2,1,1
2021-01-01,SVN,W.P. Labuan,0,0,0
2021-01-01,SWE,Johor,0,0,0
2021-01-01,SWE,Kedah,0,0,0
2021-01-01,SWE,Kelantan,0,0,0
2021-01-01,SWE,Melaka,0,0,0
2021-01-01,SWE,Negeri Sembilan,0,0,0
2021-01-01,SWE,Pahang,0,0,0
2021-01-01,SWE,Perak,0,0,0
2021-01-01,SWE,Perlis,0,0,0
2021-01-01,SWE,Pulau Pinang,1,1,0
2021-01-01,SWE,Sabah,0,0,0
2021-01-01,SWE,Sarawak,0,0,0
2021-01-01,SWE,Selangor,29,25,4
2021-01-01,SWE,W.P. Labuan,0,0,0
2021-01-01,SWZ,Johor,0,0,0
2021-01-01,SWZ,Kedah,0,0,0
2021-01-01,SWZ,Pulau Pinang,0,0,0
2021-01-01,SWZ,Sabah,0,0,0
2021-01-01,SWZ,Selangor,5,2,3
2021-01-01,SYC,Johor,0,0,0
2021-01-01,SYC,Kedah,0,0,0
2021-01-01,SYC,Pulau Pinang,0,0,0
2021-01-01,SYC,Sabah,0,0,0
2021-01-01,SYC,Sarawak,0,0,0
2021-01-01,SYC,Selangor,2,0,2
2021-01-01,SYR,Johor,0,0,0
2021-01-01,SYR,Kedah,0,0,0
2021-01-01,SYR,Kelantan,0,0,0
2021-01-01,SYR,Pahang,0,0,0
2021-01-01,SYR,Perlis,0,0,0
2021-01-01,SYR,Pulau Pinang,0,0,0
2021-01-01,SYR,Sabah,0,0,0
2021-01-01,SYR,Sarawak,0,0,0
2021-01-01,SYR,Selangor,10,5,5
2021-01-01,SYR,W.P. Labuan,0,0,0
2021-01-01,TCA,Perlis,0,0,0
2021-01-01,TCD,Johor,0,0,0
2021-01-01,TCD,Kedah,0,0,0
2021-01-01,TCD,Perlis,0,0,0
2021-01-01,TCD,Selangor,0,0,0
2021-01-01,TGO,Johor,0,0,0
2021-01-01,TGO,Perak,0,0,0
2021-01-01,TGO,Pulau Pinang,0,0,0
2021-01-01,TGO,Selangor,0,0,0
2021-01-01,THA,Johor,0,0,0
2021-01-01,THA,Kedah,17920,17905,15
2021-01-01,THA,Kelantan,0,0,0
2021-01-01,THA,Melaka,0,0,0
2021-01-01,THA,Negeri Sembilan,0,0,0
2021-01-01,THA,Pahang,0,0,0
2021-01-01,THA,Perak,0,0,0
2021-01-01,THA,Perlis,9926,9477,449
2021-01-01,THA,Pulau Pinang,4,2,2
2021-01-01,THA,Sabah,0,0,0
2021-01-01,THA,Sarawak,11,11,0
2021-01-01,THA,Selangor,93,38,55
2021-01-01,THA,Terengganu,7,7,0
2021-01-01,THA,W.P. Labuan,0,0,0
2021-01-01,TJK,Johor,0,0,0
2021-01-01,TJK,Kedah,0,0,0
2021-01-01,TJK,Perlis,0,0,0
2021-01-01,TJK,Pulau Pinang,0,0,0
2021-01-01,TJK,Sabah,0,0,0
2021-01-01,TJK,Selangor,0,0,0
2021-01-01,TKL,Selangor,0,0,0
2021-01-01,TKM,Johor,0,0,0
2021-01-01,TKM,Kedah,0,0,0
2021-01-01,TKM,Kelantan,0,0,0
2021-01-01,TKM,Perlis,0,0,0
2021-01-01,TKM,Pulau Pinang,0,0,0
2021-01-01,TKM,Sabah,0,0,0
2021-01-01,TKM,Sarawak,0,0,0
2021-01-01,TKM,Selangor,0,0,0
2021-01-01,TLS,Johor,0,0,0
2021-01-01,TLS,Kedah,0,0,0
2021-01-01,TLS,Perlis,0,0,0
2021-01-01,TLS,Pulau Pinang,0,0,0
2021-01-01,TLS,Sabah,0,0,0
2021-01-01,TLS,Sarawak,0,0,0
2021-01-01,TLS,Selangor,0,0,0
2021-01-01,TON,Johor,0,0,0
2021-01-01,TON,Pulau Pinang,0,0,0
2021-01-01,TON,Sarawak,0,0,0
2021-01-01,TON,Selangor,0,0,0
2021-01-01,TTO,Johor,0,0,0
2021-01-01,TTO,Kedah,0,0,0
2021-01-01,TTO,Pahang,0,0,0
2021-01-01,TTO,Pulau Pinang,0,0,0
2021-01-01,TTO,Sabah,0,0,0
2021-01-01,TTO,Sarawak,0,0,0
2021-01-01,TTO,Selangor,3,1,2
2021-01-01,TUN,Johor,0,0,0
2021-01-01,TUN,Kedah,0,0,0
2021-01-01,TUN,Kelantan,0,0,0
2021-01-01,TUN,Melaka,0,0,0
2021-01-01,TUN,Perak,0,0,0
2021-01-01,TUN,Perlis,0,0,0
2021-01-01,TUN,Pulau Pinang,0,0,0
2021-01-01,TUN,Sabah,0,0,0
2021-01-01,TUN,Sarawak,0,0,0
2021-01-01,TUN,Selangor,4,2,2
2021-01-01,TUN,W.P. Labuan,0,0,0
2021-01-01,TUR,Johor,0,0,0
2021-01-01,TUR,Kedah,0,0,0
2021-01-01,TUR,Kelantan,0,0,0
2021-01-01,TUR,Melaka,0,0,0
2021-01-01,TUR,Negeri Sembilan,0,0,0
2021-01-01,TUR,Pahang,0,0,0
2021-01-01,TUR,Perak,0,0,0
2021-01-01,TUR,Perlis,0,0,0
2021-01-01,TUR,Pulau Pinang,0,0,0
2021-01-01,TUR,Sabah,0,0,0
2021-01-01,TUR,Sarawak,0,0,0
2021-01-01,TUR,Selangor,18,15,3
2021-01-01,TUR,W.P. Labuan,0,0,0
2021-01-01,TUV,Selangor,0,0,0
2021-01-01,TWN,Johor,1,1,0
2021-01-01,TWN,Kedah,0,0,0
2021-01-01,TWN,Kelantan,0,0,0
2021-01-01,TWN,Melaka,0,0,0
2021-01-01,TWN,Negeri Sembilan,0,0,0
2021-01-01,TWN,Pahang,0,0,0
2021-01-01,TWN,Perak,0,0,0
2021-01-01,TWN,Perlis,0,0,0
2021-01-01,TWN,Pulau Pinang,8,3,5
2021-01-01,TWN,Sabah,0,0,0
2021-01-01,TWN,Sarawak,1,1,0
2021-01-01,TWN,Selangor,80,47,33
2021-01-01,TWN,W.P. Labuan,0,0,0
2021-01-01,TZA,Johor,0,0,0
2021-01-01,TZA,Kedah,0,0,0
2021-01-01,TZA,Perak,0,0,0
2021-01-01,TZA,Perlis,0,0,0
2021-01-01,TZA,Pulau Pinang,0,0,0
2021-01-01,TZA,Sabah,0,0,0
2021-01-01,TZA,Sarawak,0,0,0
2021-01-01,TZA,Selangor,7,2,5
2021-01-01,UGA,Johor,0,0,0
2021-01-01,UGA,Kedah,0,0,0
2021-01-01,UGA,Perak,0,0,0
2021-01-01,UGA,Perlis,0,0,0
2021-01-01,UGA,Pulau Pinang,0,0,0
2021-01-01,UGA,Sabah,0,0,0
2021-01-01,UGA,Sarawak,0,0,0
2021-01-01,UGA,Selangor,3,3,0
2021-01-01,UKR,Johor,13,13,0
2021-01-01,UKR,Kedah,0,0,0
2021-01-01,UKR,Kelantan,0,0,0
2021-01-01,UKR,Melaka,0,0,0
2021-01-01,UKR,Negeri Sembilan,0,0,0
2021-01-01,UKR,Pahang,0,0,0
2021-01-01,UKR,Perak,0,0,0
2021-01-01,UKR,Perlis,0,0,0
2021-01-01,UKR,Pulau Pinang,0,0,0
2021-01-01,UKR,Sabah,0,0,0
2021-01-01,UKR,Sarawak,0,0,0
2021-01-01,UKR,Selangor,80,71,9
2021-01-01,UKR,W.P. Labuan,0,0,0
2021-01-01,URY,Johor,0,0,0
2021-01-01,URY,Kedah,0,0,0
2021-01-01,URY,Kelantan,0,0,0
2021-01-01,URY,Perak,0,0,0
2021-01-01,URY,Perlis,0,0,0
2021-01-01,URY,Pulau Pinang,0,0,0
2021-01-01,URY,Sabah,0,0,0
2021-01-01,URY,Sarawak,0,0,0
2021-01-01,URY,Selangor,0,0,0
2021-01-01,URY,W.P. Labuan,0,0,0
2021-01-01,USA,Johor,5,5,0
2021-01-01,USA,Kedah,0,0,0
2021-01-01,USA,Kelantan,0,0,0
2021-01-01,USA,Melaka,0,0,0
2021-01-01,USA,Negeri Sembilan,0,0,0
2021-01-01,USA,Pahang,0,0,0
2021-01-01,USA,Perak,4,2,2
2021-01-01,USA,Perlis,0,0,0
2021-01-01,USA,Pulau Pinang,2,1,1
2021-01-01,USA,Sabah,1,1,0
2021-01-01,USA,Sarawak,0,0,0
2021-01-01,USA,Selangor,176,131,45
2021-01-01,USA,Terengganu,0,0,0
2021-01-01,USA,W.P. Labuan,0,0,0
2021-01-01,UZB,Johor,0,0,0
2021-01-01,UZB,Kedah,0,0,0
2021-01-01,UZB,Kelantan,0,0,0
2021-01-01,UZB,Perak,0,0,0
2021-01-01,UZB,Perlis,0,0,0
2021-01-01,UZB,Pulau Pinang,0,0,0
2021-01-01,UZB,Sabah,0,0,0
2021-01-01,UZB,Sarawak,0,0,0
2021-01-01,UZB,Selangor,14,7,7
2021-01-01,VAT,Johor,0,0,0
2021-01-01,VAT,Sarawak,0,0,0
2021-01-01,VAT,Selangor,1,1,0
2021-01-01,VCT,Johor,0,0,0
2021-01-01,VCT,Kedah,0,0,0
2021-01-01,VCT,Pulau Pinang,0,0,0
2021-01-01,VCT,Sarawak,0,0,0
2021-01-01,VCT,Selangor,0,0,0
2021-01-01,VEN,Johor,0,0,0
2021-01-01,VEN,Kedah,0,0,0
2021-01-01,VEN,Kelantan,0,0,0
2021-01-01,VEN,Melaka,0,0,0
2021-01-01,VEN,Perak,0,0,0
2021-01-01,VEN,Perlis,0,0,0
2021-01-01,VEN,Pulau Pinang,0,0,0
2021-01-01,VEN,Sabah,0,0,0
2021-01-01,VEN,Sarawak,0,0,0
2021-01-01,VEN,Selangor,4,4,0
2021-01-01,VEN,W.P. Labuan,0,0,0
2021-01-01,VNM,Johor,3,0,3
2021-01-01,VNM,Kedah,0,0,0
2021-01-01,VNM,Kelantan,0,0,0
2021-01-01,VNM,Melaka,0,0,0
2021-01-01,VNM,Negeri Sembilan,0,0,0
2021-01-01,VNM,Pahang,0,0,0
2021-01-01,VNM,Perak,0,0,0
2021-01-01,VNM,Perlis,0,0,0
2021-01-01,VNM,Pulau Pinang,1,0,1
2021-01-01,VNM,Sabah,0,0,0
2021-01-01,VNM,Sarawak,0,0,0
2021-01-01,VNM,Selangor,93,23,70
2021-01-01,VNM,Terengganu,6,6,0
2021-01-01,VNM,W.P. Labuan,0,0,0
2021-01-01,VUT,Johor,0,0,0
2021-01-01,VUT,Kedah,0,0,0
2021-01-01,VUT,Pulau Pinang,0,0,0
2021-01-01,VUT,Sabah,0,0,0
2021-01-01,VUT,Sarawak,0,0,0
2021-01-01,VUT,Selangor,0,0,0
2021-01-01,WSM,Johor,0,0,0
2021-01-01,WSM,Sarawak,0,0,0
2021-01-01,WSM,Selangor,0,0,0
2021-01-01,XXX,Johor,0,0,0
2021-01-01,XXX,Kedah,0,0,0
2021-01-01,XXX,Kelantan,0,0,0
2021-01-01,XXX,Melaka,0,0,0
2021-01-01,XXX,Pahang,0,0,0
2021-01-01,XXX,Perak,0,0,0
2021-01-01,XXX,Perlis,0,0,0
2021-01-01,XXX,Pulau Pinang,2,1,1
2021-01-01,XXX,Sabah,0,0,0
2021-01-01,XXX,Sarawak,0,0,0
2021-01-01,XXX,Selangor,18,10,8
2021-01-01,XXX,W.P. Labuan,0,0,0
2021-01-01,YEM,Johor,0,0,0
2021-01-01,YEM,Kedah,0,0,0
2021-01-01,YEM,Kelantan,0,0,0
2021-01-01,YEM,Melaka,0,0,0
2021-01-01,YEM,Pahang,0,0,0
2021-01-01,YEM,Perak,0,0,0
2021-01-01,YEM,Perlis,0,0,0
2021-01-01,YEM,Pulau Pinang,0,0,0
2021-01-01,YEM,Sabah,0,0,0
2021-01-01,YEM,Sarawak,0,0,0
2021-01-01,YEM,Selangor,23,19,4
2021-01-01,YEM,W.P. Labuan,0,0,0
2021-01-01,ZAF,Johor,2,2,0
2021-01-01,ZAF,Kedah,0,0,0
2021-01-01,ZAF,Kelantan,0,0,0
2021-01-01,ZAF,Melaka,0,0,0
2021-01-01,ZAF,Pahang,0,0,0
2021-01-01,ZAF,Perak,0,0,0
2021-01-01,ZAF,Perlis,0,0,0
2021-01-01,ZAF,Pulau Pinang,0,0,0
2021-01-01,ZAF,Sabah,0,0,0
2021-01-01,ZAF,Sarawak,0,0,0
2021-01-01,ZAF,Selangor,26,19,7
2021-01-01,ZAF,Terengganu,0,0,0
2021-01-01,ZAF,W.P. Labuan,0,0,0
2021-01-01,ZAR,Selangor,0,0,0
2021-01-01,ZMB,Johor,0,0,0
2021-01-01,ZMB,Kedah,0,0,0
2021-01-01,ZMB,Perak,0,0,0
2021-01-01,ZMB,Perlis,0,0,0
2021-01-01,ZMB,Pulau Pinang,0,0,0
2021-01-01,ZMB,Sabah,0,0,0
2021-01-01,ZMB,Sarawak,0,0,0
2021-01-01,ZMB,Selangor,5,4,1
2021-01-01,ZWE,Johor,0,0,0
2021-01-01,ZWE,Kedah,0,0,0
2021-01-01,ZWE,Kelantan,0,0,0
2021-01-01,ZWE,Perak,0,0,0
